,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
904,3,0,16,0,9,7,0,0,0,1,10,3,0,9,0,0,3,3,0,0,0,3,2,4,2,0,2,2,1,0,0,6.568181818181818,0,1,1,5,44
905,1,3,22,0,23,13,1,2,0,5,25,19,1,15,0,0,4,10,1,1,0,4,6,9,3,5,1,1,1,0,3,6.161904761904762,2,0,3,8,105
906,2,1,13,0,13,9,0,0,0,2,13,14,0,11,0,0,1,4,0,0,1,8,8,5,6,3,0,2,1,0,0,5.986301369863014,0,3,3,7,73
907,2,0,19,0,15,11,0,0,0,3,16,8,0,9,0,0,2,1,0,0,1,2,3,10,3,2,0,0,0,0,2,6.360655737704918,1,1,3,7,61
908,4,1,31,0,24,9,0,0,0,3,35,9,0,13,0,0,5,5,0,0,1,7,7,15,2,4,3,0,3,0,0,6.333333333333333,1,3,3,9,102
909,2,0,25,0,20,10,0,0,0,5,20,11,0,7,0,0,3,5,0,0,0,4,9,3,2,2,1,1,0,0,0,5.942028985507246,0,1,3,6,69
910,2,1,23,0,11,15,0,0,0,5,19,9,0,5,0,0,7,6,0,0,1,8,10,8,2,4,2,1,2,0,0,5.652777777777778,1,7,3,12,72
911,4,5,30,0,20,10,0,1,0,3,37,31,0,6,0,0,1,9,0,0,0,6,8,15,1,7,0,3,0,0,1,5.833333333333333,0,7,2,17,126
912,4,1,23,1,21,11,0,0,0,4,20,16,1,18,0,0,7,4,0,0,0,8,9,11,3,5,5,3,1,0,1,6.123809523809523,2,1,3,11,105
913,3,2,23,0,18,17,0,0,0,5,37,5,0,9,0,0,7,11,0,0,2,9,12,13,3,7,1,1,0,0,1,5.971153846153846,1,3,3,9,104
914,2,0,15,2,14,8,0,0,0,3,16,4,1,9,0,0,1,7,0,0,0,1,5,6,1,3,4,1,1,0,1,5.56140350877193,0,2,2,7,57
915,1,0,8,0,6,1,0,0,0,0,5,3,0,4,0,0,1,1,0,0,0,1,0,2,0,3,0,1,1,0,0,5.944444444444445,1,0,1,2,18
916,3,0,8,0,3,2,0,0,0,0,7,7,0,5,0,0,1,3,0,0,2,3,1,4,1,0,0,0,0,0,1,6.5,1,1,1,6,28
917,2,1,24,4,18,18,0,0,0,5,27,3,0,14,0,0,12,10,0,0,3,11,13,17,7,2,1,0,1,0,2,5.469026548672566,0,3,3,10,113
918,12,1,24,1,27,5,0,0,0,2,26,21,1,17,0,0,5,5,0,0,0,7,9,17,2,3,0,1,4,0,0,6.211538461538462,2,0,3,15,104
919,1,0,3,0,2,3,0,0,0,1,2,1,0,6,0,0,1,2,0,0,0,4,5,2,1,1,0,1,1,0,0,6.7,0,1,0,2,20
920,2,1,38,0,23,14,0,0,0,3,30,8,0,12,0,0,8,11,0,0,1,16,11,13,8,4,0,3,2,0,0,6.098214285714286,0,2,4,11,112
921,3,0,8,0,4,5,0,0,0,1,6,7,0,4,0,0,3,1,1,0,0,3,4,4,0,1,1,0,0,0,0,5.472222222222222,0,4,0,6,36
922,2,1,22,0,14,7,0,1,0,3,26,10,1,6,0,0,1,5,0,0,0,3,6,5,6,4,0,2,2,0,0,6.341176470588235,1,3,3,9,85
923,5,2,14,0,14,12,0,0,0,5,19,4,0,8,0,0,4,12,0,0,1,2,5,7,3,2,0,2,2,0,0,5.733333333333333,0,2,3,10,75
924,1,3,25,0,21,9,0,1,0,2,31,9,0,12,0,0,3,7,0,0,0,6,4,9,3,2,3,7,2,1,0,5.961538461538462,2,3,3,12,104
925,1,0,16,2,21,9,1,0,0,2,10,12,1,10,0,0,1,6,0,0,0,2,3,6,1,2,2,1,1,0,0,5.757575757575758,1,1,3,7,66
926,1,0,13,0,15,10,0,0,0,4,17,8,0,12,0,0,8,8,0,0,0,11,11,8,3,3,2,1,0,0,3,5.986486486486487,1,3,3,9,74
927,3,2,34,0,36,14,1,2,0,5,35,26,0,12,0,0,6,16,1,0,0,6,11,13,7,9,0,3,4,0,2,6.629370629370629,3,4,3,14,143
928,2,1,14,1,13,10,0,0,0,1,18,6,0,10,0,0,2,10,0,0,0,7,7,6,5,2,1,2,0,0,0,6.614285714285714,0,0,2,8,70
929,3,0,30,0,19,17,0,1,0,6,35,11,0,7,0,0,2,6,0,0,0,8,8,6,4,5,1,2,2,0,0,6.777777777777778,1,2,3,15,99
930,2,1,21,0,18,16,1,2,0,1,27,2,2,13,0,0,2,8,0,0,1,9,5,9,4,4,0,2,0,0,1,6.413043478260869,1,6,3,11,92
931,3,3,35,0,19,11,1,1,0,4,36,10,0,14,0,0,2,5,0,0,1,10,10,13,3,5,1,3,0,0,1,6.3,1,3,3,11,110
932,1,1,22,0,17,7,1,2,0,2,25,17,1,7,0,0,6,9,0,0,1,4,4,9,2,5,0,4,1,0,2,5.989247311827957,1,6,3,9,93
933,5,0,32,1,40,16,1,1,0,4,38,23,0,15,0,0,10,14,1,0,0,10,13,21,3,8,2,4,4,0,3,6.130718954248366,4,3,4,20,153
934,1,1,11,0,14,6,0,0,0,1,11,8,1,4,0,0,4,4,0,0,0,2,3,4,1,4,2,2,0,0,0,6.282608695652174,0,1,2,5,46
935,1,1,12,0,8,12,0,0,0,1,12,1,0,6,0,0,2,10,0,0,0,10,10,6,1,2,0,1,0,0,1,5.464285714285714,0,2,1,5,56
936,3,2,23,1,24,13,0,1,0,3,19,12,1,12,0,0,2,10,2,0,1,5,8,10,7,4,0,2,1,0,1,6.32258064516129,1,1,4,9,93
937,4,2,26,0,22,15,0,0,0,3,28,9,0,17,0,0,4,14,0,0,0,3,5,10,6,7,1,2,0,1,0,6.092592592592593,1,4,3,12,108
938,2,0,32,0,25,17,0,1,0,1,32,11,1,13,0,1,5,9,0,0,0,6,3,12,3,6,0,2,0,0,0,6.172727272727273,0,6,4,12,110
939,1,0,31,0,26,15,0,1,0,4,26,29,0,15,0,0,5,9,0,0,0,8,8,12,0,4,0,3,3,0,1,6.008130081300813,2,2,2,11,123
940,2,1,33,0,31,10,0,1,0,4,32,21,0,13,0,0,4,6,0,0,0,6,8,8,1,6,0,4,2,0,0,6.475,0,5,3,12,120
941,3,7,22,0,17,10,0,3,0,1,25,28,0,8,0,0,2,6,0,0,0,6,5,12,2,4,2,2,0,1,2,5.944444444444445,1,4,3,17,108
942,3,1,40,0,26,15,0,0,0,6,35,13,1,17,0,0,2,8,0,1,0,12,15,14,3,4,0,4,3,0,0,6.454545454545454,2,1,4,15,132
943,3,1,21,0,11,11,0,0,0,2,17,9,0,11,0,0,3,6,0,1,0,5,4,10,4,2,0,0,0,0,0,6.185714285714286,0,4,3,7,70
944,1,0,13,1,8,5,0,0,0,1,12,7,0,6,0,0,3,2,0,0,0,4,2,4,1,3,2,0,0,0,0,6.476190476190476,0,2,1,6,42
945,2,2,16,1,17,8,0,0,0,3,20,7,1,10,0,0,2,7,0,1,0,4,5,9,3,3,0,1,0,0,0,6.351351351351352,0,4,3,9,74
946,4,0,48,0,36,15,1,1,0,4,46,17,0,21,0,0,3,13,0,0,1,8,10,16,1,8,0,0,1,0,1,6.6223776223776225,0,0,4,13,143
947,9,1,25,0,19,18,1,2,0,4,32,19,0,11,1,0,12,18,0,0,1,11,16,17,3,8,1,5,5,0,1,5.7785714285714285,4,7,4,17,140
948,4,3,25,0,26,11,0,0,0,4,26,6,0,12,0,0,6,5,0,0,1,6,6,6,4,7,1,4,1,0,2,6.465909090909091,2,1,3,9,88
949,3,1,28,0,19,10,2,0,0,2,25,9,0,13,0,0,8,12,0,0,0,7,9,16,1,8,2,1,4,0,2,5.796116504854369,1,4,4,9,103
950,3,0,27,1,14,5,0,0,0,5,29,7,0,7,0,0,1,5,0,0,0,9,15,7,2,4,0,1,0,0,1,6.311688311688312,0,4,3,8,77
951,1,2,25,2,25,12,0,0,0,2,21,24,0,12,0,0,1,5,0,1,0,5,4,10,4,4,0,2,2,0,1,6.070707070707071,1,3,3,11,99
952,3,1,32,0,20,15,0,1,0,6,35,7,0,11,0,0,2,9,0,0,0,8,9,9,3,4,1,0,1,1,1,6.3619047619047615,2,0,3,8,105
953,5,1,36,1,26,19,0,0,0,7,37,14,0,14,1,0,4,9,0,0,0,9,15,9,5,2,3,1,5,0,2,6.039370078740157,3,8,4,8,127
954,9,1,28,0,27,17,0,0,0,4,38,23,0,16,0,0,4,14,0,0,0,9,12,13,8,4,1,3,2,0,2,6.13103448275862,2,6,4,19,145
955,3,2,26,0,20,4,0,2,0,5,23,21,1,11,0,0,5,1,0,0,1,6,12,9,2,5,3,0,0,0,0,5.708333333333333,0,8,2,12,96
956,4,2,24,1,20,15,0,1,0,3,36,13,0,15,0,0,2,5,0,0,1,9,10,13,3,2,3,1,1,0,1,6.026315789473684,1,3,4,12,114
957,4,0,20,0,17,10,1,0,0,2,20,5,0,10,0,0,4,3,0,0,0,3,3,8,1,2,2,1,0,0,0,6.349206349206349,0,4,1,11,63
958,0,2,16,0,13,7,0,1,0,4,13,7,0,9,0,0,4,10,0,0,0,7,8,11,2,3,0,0,0,0,1,6.145161290322581,0,0,2,7,62
959,0,0,15,0,10,5,0,1,0,4,14,9,0,4,0,0,5,2,0,0,1,3,5,6,2,7,0,1,1,0,0,5.925925925925926,0,9,1,7,54
960,3,1,25,1,25,17,2,0,0,3,26,20,0,11,0,1,8,17,0,0,4,10,12,14,1,6,1,1,0,0,1,6.008403361344538,0,8,3,12,119
961,3,1,19,1,16,11,0,0,0,3,21,8,0,11,0,0,6,8,0,0,2,7,7,9,3,3,0,1,0,0,0,5.8441558441558445,0,4,3,10,77
962,2,2,25,1,17,12,1,0,0,2,25,4,0,17,0,0,6,11,0,0,1,9,9,16,6,7,2,0,1,0,3,6.545454545454546,2,2,3,9,99
963,0,3,5,0,7,6,0,0,0,0,6,3,0,5,0,0,1,3,0,0,0,3,2,7,2,3,0,0,1,0,0,5.852941176470588,0,3,2,3,34
964,2,1,9,0,11,7,0,1,0,5,16,7,0,8,0,0,6,8,0,0,1,7,9,3,3,2,1,0,1,0,0,6.311475409836065,2,5,3,4,61
965,1,1,22,0,13,8,0,0,0,2,13,15,0,9,0,0,1,5,0,0,0,5,6,8,1,3,2,1,1,1,0,6.231884057971015,0,5,2,6,69
966,4,1,29,2,28,11,0,1,0,3,36,8,0,12,0,0,6,7,0,0,0,9,8,15,3,5,0,0,3,0,0,6.130841121495327,0,3,3,11,107
967,2,2,18,0,10,8,0,1,0,2,15,8,0,11,0,0,4,9,0,0,2,9,8,9,1,2,0,1,0,1,3,5.783783783783784,1,2,3,10,74
968,2,1,22,0,15,9,0,0,0,5,22,2,0,11,0,0,2,2,0,0,0,5,7,7,4,2,3,0,1,0,0,6.544117647058823,1,2,3,7,68
969,3,3,26,0,21,10,0,0,0,3,22,3,0,13,0,0,3,3,0,0,0,11,13,7,5,2,1,3,0,0,1,5.9125,1,3,1,9,80
970,3,1,23,1,27,9,0,1,0,6,22,6,0,12,0,0,7,6,0,0,0,11,14,13,5,3,1,1,3,0,0,6.310344827586207,2,2,4,10,87
971,3,0,21,0,18,14,0,0,0,5,25,5,0,11,0,0,7,12,0,0,1,7,11,10,3,7,0,2,0,0,0,6.0,0,2,4,13,93
972,3,0,22,0,15,10,0,0,0,4,18,11,1,10,0,0,5,8,0,0,0,7,10,12,3,4,1,0,1,0,1,5.976190476190476,1,0,3,10,84
973,1,2,10,0,6,1,1,1,0,0,21,8,0,1,0,0,3,1,0,0,1,3,2,5,2,3,0,0,1,0,0,6.409090909090909,0,4,0,5,44
974,3,0,16,0,18,7,1,0,0,3,16,11,0,8,0,0,4,6,1,0,1,6,6,12,2,7,0,0,0,0,2,6.4411764705882355,0,5,3,6,68
975,0,1,15,1,11,9,0,1,0,1,15,10,0,7,0,0,5,9,0,0,0,6,6,12,9,2,1,1,1,0,2,6.0675675675675675,1,4,3,12,74
976,5,0,21,1,22,7,0,0,0,3,23,19,0,1,0,0,0,5,0,0,1,5,3,8,7,2,2,0,2,1,0,6.070422535211268,3,16,3,4,71
977,0,0,9,0,11,11,0,1,0,0,11,5,0,7,0,0,2,4,0,0,0,7,4,4,0,3,2,0,2,0,0,6.163265306122449,2,0,2,6,49
978,2,0,25,1,13,9,0,0,0,7,20,3,0,13,0,0,1,4,0,0,2,4,9,5,6,2,1,2,1,0,1,5.461538461538462,0,0,3,7,78
979,4,0,22,0,23,3,0,0,0,3,31,17,0,15,0,0,2,5,0,0,1,7,5,9,7,3,0,1,0,0,0,6.555555555555555,0,3,3,8,99
980,2,0,25,0,19,14,0,1,0,3,24,28,1,10,0,0,4,8,0,0,0,5,7,8,5,4,0,2,1,0,2,6.447368421052632,0,3,4,18,114
981,5,1,26,2,13,8,0,0,0,1,24,5,0,14,0,0,2,6,0,0,1,6,4,8,3,2,2,1,1,0,1,6.3625,0,3,3,12,80
982,4,0,26,0,15,9,0,0,0,3,41,14,0,8,0,0,4,5,0,0,0,8,9,7,1,6,2,0,3,0,1,6.729166666666667,2,4,3,6,96
983,1,2,23,1,22,9,0,0,0,2,24,11,0,14,0,0,2,5,0,0,0,6,6,11,6,3,1,1,1,0,2,6.0,1,3,3,14,92
984,1,2,13,0,16,6,0,1,0,1,19,7,0,5,0,0,4,3,0,0,0,1,1,9,1,6,0,1,0,1,1,6.351851851851852,1,3,2,9,54
985,6,0,22,1,19,11,0,0,0,4,26,17,0,9,0,0,5,5,0,0,0,4,8,8,3,4,2,2,0,0,1,6.49438202247191,1,7,3,7,89
986,6,1,13,1,9,13,0,0,0,4,21,11,0,11,0,0,3,7,0,0,1,5,7,1,4,1,2,5,0,0,0,6.365853658536586,0,6,4,33,82
987,5,2,31,1,22,16,0,0,0,3,29,19,0,10,0,0,7,10,1,0,0,9,6,13,4,6,2,1,2,0,0,6.491228070175438,1,1,3,12,114
988,6,0,24,1,20,13,0,0,0,4,31,4,0,9,0,0,6,6,1,0,2,8,10,4,2,4,2,6,1,1,1,5.875,1,3,1,6,88
989,0,0,5,0,3,4,0,0,0,2,5,0,0,1,0,0,2,1,0,0,0,1,2,2,0,1,0,0,0,0,0,5.470588235294118,0,0,1,2,17
990,6,2,66,0,51,37,0,0,0,13,71,16,0,18,0,0,10,19,1,0,1,22,23,15,4,7,2,4,4,0,3,6.321951219512195,1,7,4,13,205
991,3,2,15,1,23,11,0,0,0,3,16,13,0,13,0,0,2,13,0,1,1,4,5,7,6,4,0,1,1,0,0,6.420454545454546,0,1,3,8,88
992,3,0,25,0,21,9,0,0,0,4,22,16,0,14,0,0,2,6,1,0,0,6,7,9,2,3,0,0,0,0,3,6.469879518072289,0,2,3,9,83
993,2,3,34,1,37,16,0,1,0,4,38,15,1,18,0,0,2,11,0,1,0,12,13,16,5,6,0,1,1,0,0,6.503597122302159,0,1,4,16,139
994,6,1,22,1,16,6,0,0,0,3,25,13,0,5,0,0,1,8,0,0,0,9,9,4,0,6,0,0,1,0,0,5.717948717948718,1,1,3,8,78
995,5,1,17,1,14,9,0,1,0,2,21,8,0,9,0,0,5,3,0,0,1,10,12,7,1,0,0,0,1,0,1,5.7611940298507465,1,1,1,6,67
996,6,0,24,0,18,10,0,0,0,2,26,5,0,11,0,0,2,5,1,0,0,6,3,11,2,10,0,1,3,2,0,6.476190476190476,4,3,3,10,84
997,1,0,5,0,2,2,0,1,0,0,6,3,0,0,0,0,5,2,1,0,0,2,2,2,0,1,0,0,0,0,0,5.7894736842105265,0,2,0,4,19
998,1,0,16,0,8,4,0,0,0,1,10,7,0,9,0,0,0,1,0,0,0,6,7,7,1,2,1,0,1,0,0,6.5813953488372094,0,3,2,7,43
999,1,0,17,0,14,5,0,0,0,1,15,11,0,6,0,0,3,0,0,0,0,6,5,4,1,0,0,0,0,0,0,6.122448979591836,0,2,1,3,49
1000,3,6,38,0,39,21,0,2,0,7,38,24,2,21,0,0,9,19,0,0,1,12,18,15,6,8,0,2,1,1,2,6.068965517241379,1,2,4,22,174
1001,4,0,33,0,30,15,0,0,0,6,44,18,0,14,0,0,2,13,0,0,0,9,15,12,9,9,2,0,1,0,0,6.5,0,4,4,14,138
1002,1,0,18,0,17,9,0,0,0,4,25,9,0,8,0,0,3,4,0,0,0,4,6,11,2,8,0,0,2,0,0,6.273972602739726,1,1,1,9,73
1003,1,1,28,0,18,9,0,0,0,4,29,7,0,10,0,0,5,3,0,0,0,4,9,9,0,5,0,0,2,0,1,6.4,0,8,1,8,85
1004,1,1,23,0,14,14,0,0,0,7,24,12,0,12,0,0,3,4,0,0,0,4,9,7,3,1,1,0,2,0,1,6.095238095238095,2,6,2,13,84
1005,2,1,16,1,17,8,0,0,0,2,10,8,0,12,0,0,9,8,0,0,2,5,7,11,4,0,2,0,0,0,1,5.769230769230769,0,2,2,9,65
1006,11,5,46,3,38,15,4,4,0,2,61,38,0,12,0,0,13,16,0,2,2,14,17,24,8,8,2,3,1,0,2,6.198979591836735,0,9,2,18,196
1007,2,1,7,1,9,8,0,0,0,2,11,25,0,2,0,0,6,7,1,0,1,1,3,9,0,2,3,3,2,0,0,6.064516129032258,1,12,3,9,62
1008,5,0,15,0,7,6,1,0,0,0,15,4,0,6,0,0,3,7,0,0,1,4,4,12,1,1,0,0,0,0,0,6.153846153846154,0,0,2,6,52
1009,6,2,32,1,41,22,0,1,0,9,37,23,0,18,0,0,12,13,1,0,1,8,12,9,4,8,5,2,2,0,2,6.142857142857143,3,8,3,8,140
1010,2,1,21,1,10,6,0,0,0,3,19,3,0,7,0,0,0,2,0,0,0,7,8,7,0,5,0,0,1,0,0,6.52542372881356,1,0,2,7,59
1011,1,2,17,0,21,7,0,1,0,2,23,13,1,7,0,0,1,9,0,0,1,3,4,9,2,3,1,5,3,0,0,6.0,0,1,3,9,78
1012,3,0,31,0,24,17,1,1,0,6,39,15,0,15,0,0,6,11,0,0,0,8,9,9,4,7,3,0,1,0,1,6.455284552845528,0,3,4,11,123
1013,0,2,18,0,14,8,0,0,0,0,16,8,0,6,0,0,0,5,0,0,0,5,4,7,2,0,1,0,1,0,0,5.818181818181818,0,2,2,7,55
1014,3,1,41,1,31,15,0,0,0,5,42,8,2,15,0,0,5,11,1,1,0,8,11,15,8,9,1,2,1,0,1,6.8203125,1,0,3,16,128
1015,1,1,11,0,12,7,0,0,0,0,14,4,0,9,0,0,1,2,0,0,0,5,2,5,5,0,0,0,0,0,0,6.291666666666667,0,1,2,6,48
1016,0,1,2,0,3,0,1,1,0,0,2,0,0,2,0,0,7,2,0,0,0,4,4,6,0,1,0,0,1,0,0,5.642857142857143,0,1,0,3,14
1017,2,1,16,1,12,14,0,0,0,2,20,20,0,5,0,0,3,2,0,0,0,2,5,5,2,1,0,8,2,0,1,5.36986301369863,1,0,2,7,73
1018,5,1,22,1,30,12,1,0,0,3,23,15,1,15,0,0,12,10,2,1,0,5,8,8,5,5,7,2,0,0,4,6.073394495412844,1,5,2,9,109
1019,2,0,12,1,13,8,0,0,0,2,11,11,0,7,0,0,6,10,0,0,0,8,10,3,2,2,5,2,1,1,0,5.904761904761905,1,4,3,8,63
1020,6,3,27,0,39,11,0,1,0,3,43,24,0,19,0,0,7,10,0,0,1,3,4,13,8,7,1,4,2,0,2,6.190140845070423,2,9,4,16,142
1021,5,0,30,0,21,13,1,1,0,4,32,16,0,10,0,0,3,10,0,0,0,10,10,12,5,7,0,0,2,0,0,6.522935779816514,2,1,4,9,109
1022,1,0,26,0,19,12,1,1,0,4,27,4,0,10,0,0,2,5,0,0,0,7,8,12,3,6,1,1,1,0,0,6.436781609195402,1,2,3,10,87
1023,2,0,30,0,26,13,1,1,0,10,40,18,0,11,0,0,11,7,0,0,1,9,16,11,3,4,1,2,1,0,2,6.0,1,3,3,12,127
1024,7,1,22,0,17,8,0,0,0,1,19,9,0,16,0,0,2,4,0,0,0,9,9,9,6,3,0,0,0,0,0,6.890410958904109,0,2,3,7,73
1025,3,0,16,0,14,7,0,0,0,1,9,4,0,9,0,0,4,4,1,0,0,4,5,3,2,1,3,1,1,0,1,6.166666666666667,1,1,3,6,48
1026,3,0,19,0,16,12,0,0,0,1,19,12,0,7,0,0,2,3,0,0,0,3,3,6,3,0,0,1,0,0,1,6.366197183098592,1,4,1,7,71
1027,2,2,29,1,22,16,1,0,0,4,33,13,0,19,0,0,2,11,0,0,0,11,10,13,5,7,0,2,1,0,1,6.365079365079365,2,0,4,23,126
1028,5,0,16,0,21,13,0,2,0,3,32,3,0,6,0,0,8,9,0,0,0,5,6,1,4,0,4,7,0,0,0,5.961538461538462,0,3,2,7,78
1029,2,1,27,0,20,8,0,0,0,4,29,12,0,13,0,0,2,3,0,0,1,9,10,6,4,6,2,1,0,0,1,6.242105263157895,0,5,3,14,95
1030,6,2,27,0,27,17,0,1,0,6,34,16,1,16,0,0,4,8,0,0,1,11,11,10,6,2,2,4,3,0,2,6.176923076923077,3,7,3,11,130
1031,2,0,12,0,13,13,1,0,0,1,10,11,0,9,0,0,2,8,0,0,0,2,1,7,5,1,0,2,1,0,1,6.3,1,5,2,6,60
1032,2,0,26,0,22,9,0,1,0,5,25,17,0,11,2,0,5,4,0,0,0,8,10,6,5,5,1,4,1,0,0,6.673469387755102,0,7,3,9,98
1033,2,1,17,1,18,8,0,1,0,3,10,15,0,15,0,0,3,6,0,0,1,6,8,8,6,2,0,0,0,0,1,6.447368421052632,1,1,2,7,76
1034,4,4,25,0,20,8,0,1,0,0,25,17,1,18,0,0,7,7,0,1,0,13,7,4,1,3,6,7,1,0,3,6.155963302752293,1,4,1,9,109
1035,2,1,20,0,17,9,0,0,0,1,24,13,3,10,0,0,4,4,0,0,0,6,6,10,0,6,4,3,2,0,0,6.271739130434782,2,0,3,9,92
1036,4,1,15,1,22,13,0,1,0,1,17,17,0,14,0,0,7,12,0,0,1,5,5,11,0,6,4,3,2,0,0,6.542553191489362,0,5,3,10,94
1037,3,1,21,1,17,13,0,0,0,4,29,9,0,9,0,0,9,13,0,0,1,5,10,7,4,1,5,2,1,0,4,5.731182795698925,0,2,3,16,93
1038,4,0,13,0,7,8,1,0,0,2,9,2,0,5,0,0,4,6,0,0,1,4,8,4,1,0,0,0,0,0,1,5.666666666666667,0,0,1,5,39
1039,1,0,16,0,18,10,0,0,0,2,19,2,0,6,0,0,2,8,0,0,0,8,10,6,5,4,0,1,2,0,0,6.114754098360656,1,0,3,6,61
1040,3,1,15,2,10,11,0,0,0,3,16,9,0,6,0,0,4,9,0,0,1,7,9,10,3,1,0,0,1,0,1,5.628571428571429,1,0,3,9,70
1041,2,0,12,0,4,1,0,1,0,2,14,0,0,6,0,0,0,2,0,0,0,5,5,4,1,4,1,0,2,0,0,6.685714285714286,2,1,2,3,35
1042,4,1,27,0,27,17,0,0,0,4,26,14,0,14,0,0,8,3,1,0,3,7,12,11,1,1,3,3,2,0,0,6.134615384615385,0,4,3,12,104
1043,4,1,28,1,29,15,0,2,0,3,29,9,1,11,0,0,4,9,0,0,0,8,6,11,5,5,0,2,3,0,0,6.0,1,1,3,10,107
1044,1,0,8,1,6,3,0,0,0,0,6,3,0,5,0,0,3,3,0,0,0,5,3,6,0,1,0,0,0,0,0,6.0,0,3,1,4,28
1045,5,0,32,0,31,15,1,2,0,3,34,14,0,12,0,0,2,11,0,0,0,11,10,15,6,9,0,3,4,0,1,6.213114754098361,2,4,4,12,122
1046,4,3,20,0,21,20,0,1,0,3,26,5,0,16,0,0,4,12,0,0,0,9,8,10,6,3,1,3,2,0,1,6.22,1,0,3,10,100
1047,3,0,27,0,29,14,0,1,0,5,26,23,1,6,0,0,7,5,0,0,0,4,6,5,2,5,2,4,0,0,1,5.98019801980198,1,8,2,10,101
1048,3,1,25,2,22,14,0,2,0,2,25,14,0,8,0,0,6,10,0,0,1,7,9,17,2,3,0,0,1,0,0,5.829787234042553,0,2,2,13,94
1049,4,2,27,0,13,9,0,0,0,5,30,10,0,12,0,0,2,2,0,0,0,8,8,8,3,3,0,2,1,0,1,6.295918367346939,1,3,3,8,98
1050,2,1,9,1,6,2,0,2,0,1,12,1,1,9,0,0,0,4,0,0,0,5,5,6,2,1,0,1,0,0,0,6.2,0,7,2,5,45
1051,5,3,30,1,22,10,0,1,0,2,32,20,0,12,0,0,5,5,0,0,1,12,10,13,4,4,1,4,2,0,0,6.358333333333333,1,4,3,10,120
1052,4,1,28,1,25,16,0,0,0,6,16,1,0,14,0,0,14,5,0,0,3,14,17,15,2,6,1,0,1,0,0,6.0843373493975905,0,1,3,14,83
1053,3,0,19,0,17,13,0,1,0,1,21,11,0,9,0,0,5,11,0,0,1,8,7,8,3,6,0,2,0,0,1,6.255813953488372,0,4,3,10,86
1054,5,1,29,0,27,14,0,1,0,4,31,11,1,14,0,0,7,9,0,1,1,13,15,13,6,4,0,2,1,0,1,6.3418803418803416,0,1,3,11,117
1055,1,0,3,0,5,1,0,0,0,0,2,8,0,1,0,0,5,1,0,0,0,2,2,1,0,0,0,0,0,0,0,5.157894736842105,0,11,1,4,19
1056,3,1,27,1,15,8,1,0,0,3,30,8,0,15,0,0,1,3,1,0,0,5,7,10,2,4,1,0,2,0,1,6.626373626373627,0,8,2,10,91
1057,1,1,37,0,25,10,0,1,0,9,38,23,0,16,0,0,1,7,0,0,2,14,18,12,4,6,0,0,0,0,1,6.446153846153846,1,8,4,18,130
1058,0,1,20,0,15,11,0,0,0,4,21,6,0,12,0,0,1,3,0,0,1,7,8,9,6,3,1,1,2,0,2,6.759036144578313,1,11,3,9,83
1059,4,1,22,0,19,9,0,1,0,5,23,6,0,12,0,0,6,7,0,0,2,4,9,10,6,2,0,0,0,0,0,5.795454545454546,0,4,3,9,88
1060,2,0,18,0,11,7,0,0,0,4,16,9,0,7,0,0,0,5,0,0,0,5,7,8,2,2,0,0,2,0,0,5.966666666666667,2,1,2,7,60
1061,3,2,33,0,20,11,1,0,0,5,34,19,1,17,0,0,3,9,0,0,0,9,11,16,2,5,0,1,1,0,1,6.3307692307692305,0,6,4,13,130
1062,0,0,22,1,17,4,0,1,0,1,18,17,2,13,0,0,3,4,0,0,0,6,6,6,3,6,2,3,2,0,1,6.775,0,2,3,10,80
1063,2,1,22,2,14,14,0,1,0,5,30,21,0,14,0,0,3,8,0,0,1,10,11,6,6,6,2,2,0,0,0,6.71304347826087,0,5,3,9,115
1064,2,1,30,0,22,18,1,0,0,2,34,10,0,14,0,0,4,9,0,0,2,13,8,8,8,1,2,0,1,0,0,5.571428571428571,0,9,3,6,112
1065,5,0,19,1,16,19,0,0,0,4,14,8,0,12,0,0,4,7,0,0,0,8,11,7,3,4,3,4,4,0,1,6.0625,4,4,3,6,80
1066,3,2,16,2,12,13,0,1,0,2,18,7,0,11,0,0,2,5,0,0,0,4,4,4,4,2,0,0,0,0,1,6.092105263157895,0,3,3,9,76
1067,5,2,23,1,24,8,0,0,0,2,30,11,1,15,0,0,5,6,1,0,2,4,5,8,4,3,5,6,0,0,1,6.22680412371134,0,8,3,8,97
1068,7,3,34,0,26,16,1,0,0,5,35,22,1,12,0,0,5,15,0,1,3,15,16,16,2,11,0,1,2,0,2,6.028169014084507,1,3,3,11,142
1069,5,0,20,0,20,9,1,0,0,5,23,6,0,16,0,0,2,3,0,0,1,11,11,6,1,7,2,0,1,0,0,6.390243902439025,1,2,3,9,82
1070,6,0,18,0,18,4,0,0,0,2,15,5,0,11,0,0,3,5,0,0,1,9,9,5,1,3,0,0,2,0,0,6.131147540983607,0,2,1,5,61
1071,2,0,33,0,22,10,0,3,0,3,48,20,1,8,0,0,0,6,0,0,0,8,9,10,2,6,1,3,2,0,0,6.142857142857143,2,3,3,12,126
