,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
894,22,3,36,2,60,22,2,1,8,58,13,0,31,0,56,38,6,0,5,23,0,36,3,16,11,38,19,1,12,3,3.1944444444444446,11,35,4,22,396
895,34,2,109,0,123,60,2,1,14,111,57,0,57,0,56,55,6,3,9,21,0,35,18,7,27,29,14,10,12,4,6.2312775330396475,13,57,5,33,454
896,4,1,23,1,25,10,0,1,13,30,7,0,22,0,25,19,1,1,2,7,0,22,3,3,6,13,4,0,1,5,4.938356164383562,1,15,3,16,146
897,19,3,48,5,72,39,0,0,17,94,11,1,62,0,36,42,1,0,3,24,0,38,2,12,15,32,26,5,2,6,5.805774278215223,2,10,5,33,381
898,28,1,39,2,54,31,1,0,27,42,5,0,65,0,40,46,1,0,2,25,0,43,5,6,26,36,8,7,3,1,5.149681528662421,3,9,4,26,314
899,20,0,48,0,47,31,2,0,11,44,17,1,40,1,21,11,0,0,2,17,0,20,5,6,17,14,11,1,1,1,5.017391304347826,0,25,4,20,230
900,5,3,50,7,40,23,2,0,15,49,7,1,25,0,16,33,0,0,4,12,0,33,1,4,2,13,12,2,0,2,4.630541871921182,1,2,3,24,203
901,2,0,1,0,6,2,0,0,2,4,0,0,4,0,7,1,0,0,0,2,0,3,1,1,1,1,5,0,1,2,5.68,2,0,1,5,25
902,6,0,26,1,16,3,1,0,8,24,8,0,17,0,17,12,0,0,3,8,0,14,1,2,0,13,3,2,0,2,4.349206349206349,2,7,3,9,126
903,6,2,34,0,41,33,0,0,6,48,21,0,25,0,34,14,0,0,1,6,0,11,12,2,9,8,15,2,4,4,5.642857142857143,2,12,5,23,210
904,4,1,11,3,15,11,0,0,4,18,4,0,10,1,17,12,1,0,2,7,0,12,0,3,1,10,4,1,0,2,4.7555555555555555,0,7,3,8,90
905,4,0,8,0,5,1,0,0,3,10,0,0,1,0,4,1,0,0,0,0,0,6,2,0,0,3,0,0,0,0,5.666666666666667,0,4,1,4,24
906,21,2,27,0,55,24,0,0,9,50,2,0,20,0,51,19,1,0,0,17,0,22,2,3,6,29,15,2,0,2,4.038095238095238,0,17,3,10,210
907,8,1,37,0,45,26,0,1,22,46,8,1,23,0,19,22,0,0,3,11,0,29,3,5,11,10,10,4,4,2,5.163265306122449,7,11,3,16,196
908,14,1,32,1,52,28,1,0,11,44,13,1,27,0,35,14,0,0,4,13,0,24,7,6,18,11,11,3,3,5,5.275,5,13,3,22,200
909,9,1,28,1,31,18,0,0,4,45,6,0,34,0,10,8,0,0,2,9,0,11,0,7,5,16,6,1,1,1,4.988439306358382,1,6,4,19,173
910,13,1,52,1,46,26,1,0,15,73,9,0,26,0,23,26,0,0,3,5,0,23,10,8,14,14,17,3,3,5,5.095419847328245,7,9,5,26,262
911,12,0,41,1,61,24,0,0,15,57,17,0,25,1,54,18,0,0,2,24,0,35,22,12,17,15,15,4,4,4,5.2388059701492535,2,6,4,27,268
912,13,1,40,2,41,26,2,0,6,37,1,0,51,0,38,22,1,0,4,18,0,28,12,14,9,21,9,3,2,5,5.236,4,8,3,16,250
913,8,0,17,1,30,11,0,0,9,27,6,0,23,0,25,9,0,0,2,4,0,14,6,7,10,20,3,4,3,3,5.862595419847328,4,5,3,8,131
914,15,1,21,3,46,22,0,0,14,51,8,0,27,0,27,22,0,0,1,12,0,23,5,5,6,10,10,3,5,3,5.689839572192513,7,5,3,21,187
915,23,2,27,1,56,35,2,2,5,68,19,2,32,0,54,29,1,0,6,13,0,22,14,12,11,27,9,2,4,1,5.358620689655172,3,9,4,32,290
916,11,1,37,3,43,28,2,0,10,57,20,1,33,0,24,15,1,0,6,10,0,22,2,3,12,28,10,1,5,3,5.116465863453815,5,26,3,29,249
917,12,0,25,0,41,10,0,1,4,43,8,0,17,0,35,12,0,0,1,10,0,19,2,9,0,25,4,3,5,1,4.711656441717792,5,14,4,18,163
918,26,3,44,0,63,35,3,4,16,67,14,0,48,0,62,37,2,1,0,9,0,29,4,7,18,37,13,5,3,8,4.796610169491525,5,17,4,31,354
919,6,0,45,2,55,18,1,0,13,37,5,0,23,0,29,17,0,0,4,7,0,24,1,2,2,20,5,2,2,2,3.5904761904761906,1,6,4,17,210
920,26,1,34,1,49,24,0,1,17,46,5,0,48,0,30,36,0,0,2,10,0,30,9,10,17,17,2,0,2,2,5.351694915254237,2,4,3,22,236
921,19,1,59,10,49,25,0,3,13,42,6,0,46,0,25,18,0,0,1,18,0,31,3,12,6,30,6,7,1,1,5.049107142857143,2,4,4,23,224
922,20,0,21,7,37,23,1,3,12,42,3,0,38,0,35,12,0,0,0,10,0,20,6,4,2,32,6,6,13,2,5.1421052631578945,14,13,3,19,190
923,16,5,38,1,41,27,3,0,6,51,5,0,22,0,19,22,1,0,0,14,0,20,1,1,4,9,18,2,5,0,6.156424581005586,4,10,3,14,179
924,30,1,49,2,58,30,3,5,9,55,21,1,52,0,33,22,2,1,1,13,0,22,5,12,11,27,6,4,2,2,5.2620689655172415,3,21,4,26,290
925,1,0,2,0,3,4,0,0,1,2,4,0,8,0,2,1,0,0,0,1,0,2,0,3,2,3,4,0,3,1,6.5,2,3,2,3,30
926,13,5,46,0,58,27,2,0,7,62,19,0,38,1,33,10,0,0,0,13,0,18,9,13,18,20,12,3,4,1,5.452,6,14,4,22,250
927,15,2,23,3,39,25,0,0,7,33,10,0,20,0,37,9,0,0,2,7,0,18,9,7,5,19,9,2,3,5,4.014354066985646,4,14,3,13,209
928,17,1,64,1,79,42,0,0,9,98,16,2,67,0,32,25,0,0,7,24,0,24,4,14,18,42,15,3,6,5,5.907103825136612,11,15,4,23,366
929,10,1,30,0,33,22,0,1,11,46,11,0,31,0,19,18,0,1,4,9,0,24,0,5,7,24,4,3,4,0,5.58421052631579,4,7,4,16,190
930,19,5,62,8,80,34,2,1,17,88,21,2,51,0,38,31,1,0,5,14,0,36,23,8,16,31,5,2,6,0,5.335276967930029,5,16,5,28,343
931,13,0,22,3,51,19,0,0,27,49,3,0,33,0,73,31,1,0,2,15,0,40,2,12,5,28,10,2,8,3,5.244541484716157,8,3,4,24,229
932,19,6,35,4,41,17,1,0,16,66,10,0,24,0,25,22,0,0,0,11,0,36,3,2,5,11,7,2,2,1,4.770334928229665,2,38,3,9,209
933,5,0,40,0,66,25,3,1,22,64,19,0,40,0,55,16,1,0,2,16,0,33,6,6,1,34,6,1,9,5,3.776470588235294,9,16,3,48,340
934,6,0,36,1,39,27,1,0,7,50,11,0,29,1,24,23,0,1,1,9,0,19,3,6,6,25,11,2,0,4,5.545454545454546,2,13,3,19,198
935,17,0,18,0,26,15,0,0,7,31,11,0,27,0,24,32,0,0,2,0,0,12,1,4,11,30,6,2,2,2,5.572327044025157,2,16,3,18,159
936,11,0,33,0,35,17,1,1,8,39,17,0,23,1,19,21,0,0,2,9,0,14,4,8,4,18,4,3,0,2,5.2824858757062145,1,21,3,13,177
937,9,2,44,6,51,22,1,0,15,61,9,0,37,0,16,23,0,1,1,15,0,33,1,1,7,10,21,3,4,4,5.25206611570248,9,5,3,26,242
938,6,1,26,1,50,17,2,1,18,21,2,0,47,0,38,28,1,0,0,13,0,31,2,11,4,18,9,2,2,5,4.816831683168317,3,6,4,20,202
939,22,0,28,4,28,29,1,0,12,27,5,0,32,0,41,19,0,0,4,23,0,26,13,3,8,22,4,3,1,5,5.196891191709844,1,8,3,16,193
940,14,2,50,0,45,26,1,1,11,67,25,0,50,0,43,31,0,0,1,31,0,37,19,6,13,18,7,1,1,3,5.535603715170279,1,20,4,30,323
941,24,3,46,3,47,26,2,0,19,65,27,0,48,0,39,29,1,0,5,16,0,32,6,5,9,33,14,3,7,3,5.342507645259939,6,18,4,33,327
942,23,3,71,0,65,42,4,3,12,76,24,0,51,0,21,30,1,0,0,24,0,30,7,7,19,18,14,8,3,4,5.927215189873418,3,20,4,24,316
943,25,1,29,3,38,21,0,2,5,57,19,1,32,0,43,27,0,0,3,11,0,18,3,13,13,33,21,1,6,10,4.7518518518518515,8,17,3,23,270
944,18,1,31,2,44,34,1,1,10,47,13,0,48,0,63,16,0,0,2,15,0,28,4,11,7,45,7,0,4,4,5.280898876404494,4,27,3,26,267
945,16,1,50,3,48,22,0,0,16,80,10,2,32,0,31,17,0,0,3,18,0,32,10,6,10,19,9,1,1,2,5.252032520325203,1,11,4,29,246
946,18,0,41,3,56,38,1,0,11,61,15,2,45,0,43,26,0,0,2,7,0,19,2,11,9,36,19,5,11,4,5.199288256227758,12,21,3,31,281
947,21,4,53,0,69,23,0,0,8,87,20,0,20,0,72,21,1,0,4,24,0,34,38,7,7,20,21,4,12,9,4.8274853801169595,11,19,5,36,342
948,12,0,57,11,63,12,3,0,18,55,8,0,33,0,37,22,1,0,2,22,0,40,4,4,3,20,4,8,1,1,4.606796116504855,2,38,3,22,206
949,13,1,40,2,36,21,1,2,2,45,14,1,36,1,17,16,0,0,1,11,0,9,1,4,8,16,6,2,4,0,5.077669902912621,3,15,3,17,206
950,20,1,33,2,28,8,1,0,15,28,4,0,29,0,48,17,0,0,1,13,0,34,1,7,5,30,7,0,3,0,4.738219895287958,3,17,3,16,191
951,11,1,22,4,40,19,0,0,11,46,5,0,12,0,42,13,0,0,1,15,0,30,0,9,2,21,6,2,3,4,4.54601226993865,4,13,3,12,163
952,17,1,58,5,43,32,2,1,16,68,9,1,22,0,33,37,1,0,1,22,0,39,6,7,8,21,19,1,5,3,5.54296875,4,11,3,30,256
953,16,0,27,1,35,27,1,1,3,33,3,2,54,0,20,26,0,0,5,17,0,19,0,11,15,41,9,3,2,3,5.695238095238095,3,8,4,20,210
954,13,2,42,4,63,35,5,3,8,88,19,0,24,0,33,38,2,0,3,23,0,34,5,10,11,17,25,4,5,5,5.586750788643533,6,16,4,29,317
955,21,0,27,2,46,13,1,0,22,35,4,1,27,0,37,27,0,0,1,13,0,40,4,6,1,16,16,8,3,7,5.435754189944134,6,15,3,16,179
956,18,7,29,5,40,21,4,1,9,41,31,1,48,0,15,16,1,0,1,19,0,22,4,10,14,15,11,4,3,2,4.929368029739777,5,25,4,25,269
957,17,0,29,1,53,25,0,0,11,28,15,0,49,2,19,17,0,0,1,15,0,26,4,9,7,22,6,1,6,2,4.390350877192983,6,19,3,12,228
958,10,1,52,0,43,18,7,0,10,35,16,0,45,0,21,16,1,0,3,15,0,23,1,2,3,20,8,3,0,6,4.245535714285714,5,36,3,13,224
959,17,3,44,1,65,33,1,4,5,63,25,0,32,0,54,16,0,0,5,20,0,21,7,3,19,21,20,2,6,6,5.6,5,20,5,22,280
960,21,0,34,1,50,17,4,0,3,42,7,0,43,0,40,28,0,0,5,15,0,20,3,18,5,30,7,2,1,4,4.7657657657657655,2,11,3,12,222
961,14,3,35,4,60,33,1,0,21,54,9,0,22,0,45,31,0,0,0,14,0,34,10,10,3,13,13,1,6,1,5.4375,5,25,4,21,224
962,18,1,25,1,41,22,0,0,13,51,7,0,17,0,36,24,0,0,1,14,0,34,4,6,6,14,8,3,3,1,5.136842105263158,3,8,4,15,190
963,14,2,15,2,20,14,2,1,10,28,5,1,28,0,24,16,0,0,1,8,0,20,0,2,5,22,2,3,6,2,4.581818181818182,6,3,2,16,165
964,16,4,22,11,62,15,1,1,4,49,29,1,17,0,64,47,1,0,3,37,0,35,6,10,7,29,22,4,4,7,4.479166666666667,7,33,3,33,288
965,22,3,39,3,47,26,2,3,6,50,6,0,24,0,59,26,4,1,4,24,0,35,4,4,6,36,11,3,3,4,4.6,1,4,4,20,235
966,19,0,31,3,47,25,1,1,5,46,10,0,33,0,41,19,0,0,2,23,0,24,4,10,5,29,20,4,5,7,5.445414847161572,6,15,4,19,229
967,17,0,24,1,39,14,2,1,13,45,10,0,37,0,42,29,0,0,1,10,0,27,7,9,4,24,5,1,4,2,5.478947368421053,5,14,3,18,190
968,14,0,27,1,28,17,0,0,10,42,9,2,28,0,23,9,0,0,2,20,0,26,1,5,6,15,6,5,2,3,5.497142857142857,3,9,4,14,175
969,18,2,39,1,53,16,2,0,7,62,18,0,27,0,79,41,1,0,0,20,0,33,4,1,8,37,13,1,8,2,4.25,8,42,3,22,264
970,8,1,18,3,34,22,0,0,4,39,6,1,37,0,10,11,2,0,0,7,0,10,2,0,2,14,5,3,0,1,5.083333333333333,1,6,3,21,168
971,11,1,50,2,51,18,3,0,18,67,10,0,42,0,36,23,2,0,1,20,0,28,8,4,13,24,12,1,10,1,5.408560311284047,10,4,4,20,257
972,10,0,19,0,42,14,2,0,16,41,3,0,20,1,28,16,1,0,0,3,0,23,3,8,4,9,4,1,1,1,5.115646258503402,2,11,3,11,147
973,31,2,85,1,74,50,7,3,28,114,28,0,94,0,41,41,3,1,7,39,0,55,2,14,27,41,20,10,5,8,6.04421052631579,12,21,5,47,475
974,5,0,11,0,19,7,0,0,4,24,9,0,10,0,25,8,0,0,1,8,0,14,2,1,4,8,6,2,1,4,4.88421052631579,3,24,2,11,95
975,23,0,29,2,52,23,1,1,8,57,8,0,44,0,52,20,1,0,1,16,0,25,7,13,5,34,10,3,0,1,4.88030888030888,0,19,4,22,259
976,12,2,34,0,36,18,0,0,10,51,24,0,22,0,54,32,0,0,1,15,0,18,29,9,17,24,4,1,6,4,5.221789883268483,7,24,4,26,257
977,15,0,42,0,47,28,0,1,8,48,19,0,37,0,43,24,0,0,4,20,0,26,15,13,4,21,14,5,7,4,4.576388888888889,8,15,4,36,288
978,27,1,58,7,68,40,2,2,21,96,15,4,42,0,31,33,0,0,3,20,0,46,5,14,19,24,22,8,1,3,5.696629213483146,1,28,4,40,356
979,10,0,20,0,19,9,5,1,5,24,2,1,26,0,20,7,0,0,3,5,0,12,1,2,5,12,3,0,3,1,4.78125,3,4,2,14,128
980,17,2,49,5,66,27,0,2,13,60,8,0,47,0,36,17,0,0,2,11,0,26,4,11,2,21,13,8,2,3,4.800813008130081,3,17,3,25,246
981,20,0,43,7,72,46,3,0,16,38,12,1,74,0,44,40,0,0,6,18,0,41,0,6,4,26,15,3,1,1,4.7727272727272725,2,10,3,33,330
982,17,1,34,2,38,16,1,0,6,48,10,1,30,0,44,17,1,0,3,15,0,21,5,10,2,27,5,3,4,3,5.054054054054054,4,17,4,19,185
983,18,2,41,0,57,39,0,1,15,96,38,1,30,0,42,45,1,0,2,27,0,37,6,4,14,35,16,4,6,4,5.826589595375722,8,35,4,31,346
984,24,0,53,2,51,41,0,0,18,77,35,0,34,0,54,25,0,0,1,29,0,41,4,5,9,26,29,6,1,5,5.618075801749272,1,19,4,35,343
985,19,3,40,2,36,20,1,0,15,71,15,1,32,0,25,25,0,0,7,11,0,24,1,9,7,18,16,4,2,3,5.303149606299213,5,10,4,23,254
986,11,1,16,0,27,24,1,0,4,26,14,0,29,0,8,10,0,0,2,6,0,10,1,5,11,14,5,3,3,0,5.320987654320987,2,18,3,17,162
987,23,0,96,1,75,29,6,0,13,97,48,0,34,0,37,31,0,0,2,30,0,39,7,12,19,22,10,8,4,3,5.075425790754258,6,41,4,32,411
988,12,2,18,1,20,8,0,0,3,30,5,0,11,0,30,11,0,0,1,2,0,5,4,2,4,20,3,0,2,1,4.076271186440678,2,21,3,9,118
989,17,3,14,0,21,14,0,2,17,30,3,0,23,0,28,18,0,1,0,9,0,30,0,0,2,14,9,0,9,3,4.919753086419753,7,4,3,11,162
990,26,1,36,3,48,16,1,0,7,49,12,0,34,0,40,33,1,0,2,17,0,20,11,7,7,21,7,4,6,4,3.29607250755287,7,24,3,20,331
991,24,1,64,6,41,12,1,0,16,82,27,0,23,0,24,23,2,0,0,13,0,25,7,6,17,12,20,1,2,3,5.155642023346304,3,36,3,27,257
992,31,8,68,2,69,43,3,2,14,84,17,0,56,0,36,28,2,0,4,26,0,42,6,13,14,29,12,2,11,2,5.512534818941504,10,25,4,34,359
993,12,1,15,2,19,13,0,1,9,23,1,1,21,0,17,15,0,0,4,6,0,15,2,3,7,12,2,1,3,1,5.244274809160306,4,3,3,14,131
994,13,2,21,1,16,13,1,0,8,29,5,1,29,0,12,12,0,0,0,9,0,16,3,0,3,6,5,1,0,0,5.189781021897811,0,4,4,16,137
995,6,2,14,0,26,10,0,0,6,27,1,0,5,0,23,8,0,0,1,8,0,11,1,5,3,9,11,1,1,1,4.563106796116505,1,10,3,7,103
996,0,0,3,0,9,3,0,0,1,7,1,0,5,0,4,2,0,0,0,2,0,4,2,0,4,2,1,0,0,0,30.307692307692307,0,4,2,644,26
997,20,0,49,3,32,21,2,4,14,47,3,0,31,0,23,19,0,0,6,26,0,40,2,6,5,8,15,0,3,2,5.138248847926267,4,13,4,22,217
998,11,0,24,2,48,18,0,0,10,37,5,0,17,0,50,23,0,1,2,11,0,23,5,5,8,20,10,1,4,3,4.666666666666667,5,0,4,20,180
999,14,0,38,1,47,27,1,0,7,62,9,1,33,1,64,33,0,0,4,23,0,34,5,17,8,44,15,3,0,3,5.156996587030717,3,6,4,28,293
1000,22,1,57,0,61,27,1,0,7,79,16,1,55,0,26,16,0,0,2,12,0,20,4,11,14,25,8,3,1,2,5.949820788530466,1,14,4,27,279
1001,7,1,31,0,24,11,1,0,1,26,9,0,36,0,15,7,0,0,4,11,0,10,2,3,4,18,7,0,2,4,4.97945205479452,5,8,3,19,146
1002,10,1,18,1,23,13,1,0,4,30,5,0,29,0,27,14,0,0,1,9,0,16,1,2,1,22,4,1,2,3,4.5816993464052285,3,13,3,16,153
1003,33,4,54,1,64,49,4,2,28,82,17,1,49,0,37,41,2,0,2,27,0,54,6,16,22,20,21,4,13,2,5.71830985915493,12,18,4,30,355
1004,30,0,33,0,71,34,1,0,17,48,11,0,54,0,25,41,0,0,3,7,0,33,2,3,16,22,11,2,5,5,5.67816091954023,8,22,4,11,261
1005,17,2,52,1,60,33,1,1,8,88,61,0,39,0,37,30,0,0,2,27,0,21,7,20,25,27,26,5,1,0,5.752604166666667,4,53,5,35,384
1006,18,2,34,5,65,35,4,0,18,69,12,0,42,0,30,30,1,0,3,18,0,39,6,12,13,22,15,5,8,5,5.172757475083056,10,19,4,30,301
1007,3,0,20,1,31,8,2,0,4,22,14,0,23,0,20,9,0,0,1,7,0,12,1,2,6,22,2,2,0,5,4.424460431654676,2,18,3,13,139
1008,28,1,49,3,69,46,0,5,16,76,18,1,96,0,26,19,0,0,9,9,0,33,2,9,14,45,16,6,7,7,5.355889724310777,5,6,3,42,399
1009,14,0,27,0,35,11,1,0,12,9,8,0,32,0,21,14,0,0,0,6,0,18,4,2,4,17,1,2,0,1,5.4,0,4,3,9,110
1010,18,0,27,0,40,37,0,0,13,47,10,0,36,0,35,20,0,0,2,12,0,24,5,2,3,22,10,3,3,1,5.4392523364485985,3,11,4,21,214
1011,11,0,30,0,38,17,0,1,3,37,17,1,39,0,22,10,1,0,1,15,0,17,6,2,4,25,5,3,6,2,5.324324324324325,7,16,4,18,185
1012,15,0,44,2,47,32,1,1,20,55,10,0,29,0,37,19,0,0,1,28,0,42,1,6,13,19,19,0,5,5,5.451882845188284,5,8,4,26,239
1013,24,0,31,1,54,34,0,1,10,36,16,1,44,0,45,29,3,0,3,23,0,32,2,9,2,29,18,8,5,5,4.709302325581396,6,32,4,21,258
1014,40,3,36,0,50,36,1,2,11,54,15,0,55,0,24,12,2,3,1,12,0,24,3,16,16,26,14,1,3,3,5.245551601423488,6,24,4,25,281
1015,5,0,11,0,28,9,0,0,9,24,6,0,12,0,33,15,0,0,1,5,0,15,2,5,3,20,3,0,2,2,4.685483870967742,2,7,3,17,124
1016,21,0,57,2,74,41,0,0,20,66,6,0,50,0,37,16,0,0,5,13,0,29,2,5,7,25,15,3,9,3,5.484320557491289,11,9,4,25,287
1017,13,0,26,0,28,22,1,0,10,44,6,0,22,0,29,20,3,0,1,10,0,18,7,8,3,16,4,2,1,8,5.562130177514793,5,7,3,11,169
1018,22,2,44,1,64,26,4,0,20,74,16,0,36,0,11,24,0,0,1,16,0,34,1,2,21,6,29,1,5,1,5.473684210526316,5,29,4,28,266
1019,8,2,17,0,24,17,1,0,10,32,16,0,9,0,10,9,0,1,1,8,0,14,0,2,6,10,5,0,1,1,6.423728813559322,1,12,3,11,118
1020,16,1,38,0,32,27,1,1,13,41,5,0,24,0,25,17,0,0,3,8,0,23,7,4,7,14,7,2,2,0,5.1530054644808745,2,7,4,17,183
1021,17,3,44,1,51,21,2,2,15,80,10,0,27,0,26,26,0,0,3,25,0,40,7,2,11,20,10,3,9,5,5.597744360902255,8,12,4,24,266
1022,8,0,26,3,28,29,0,1,5,32,3,1,27,0,23,17,0,0,6,18,0,25,1,4,5,23,12,4,4,2,4.317647058823529,4,18,2,13,170
1023,19,0,45,0,59,22,0,0,17,58,3,1,23,0,47,28,0,0,1,16,0,35,4,5,9,22,13,2,8,1,4.858369098712446,10,10,4,15,233
1024,23,0,36,4,61,19,0,0,12,48,4,1,26,0,35,23,0,0,1,19,0,32,1,8,3,25,12,9,5,1,5.005154639175258,6,10,3,10,194
1025,10,1,41,1,37,21,1,0,16,58,8,0,34,0,27,15,0,0,5,11,0,25,2,2,5,18,5,2,1,6,5.304347826086956,6,8,4,25,207
1026,4,0,13,0,14,4,0,0,2,19,6,0,9,0,10,4,0,0,0,4,0,3,3,1,2,9,3,1,2,0,2.335616438356164,2,17,2,6,146
1027,9,2,46,2,55,21,4,3,5,50,11,0,34,0,42,37,0,0,0,24,0,29,10,12,14,24,17,5,5,9,5.015384615384615,9,4,4,23,260
1028,11,0,20,1,32,23,0,0,8,28,8,0,28,0,16,15,0,0,2,6,0,19,0,6,3,14,10,1,3,2,5.225806451612903,5,17,3,19,155
1029,13,0,48,1,47,11,4,1,4,58,10,0,30,0,27,32,2,0,3,5,0,9,0,5,2,36,15,8,3,5,4.5092592592592595,6,25,3,25,216
1030,1,0,8,0,5,1,0,0,2,3,1,0,9,1,3,2,0,0,0,2,0,7,0,0,0,4,0,0,0,0,5.958333333333333,0,1,2,4,24
1031,0,0,3,0,6,2,0,0,0,7,15,0,1,0,8,1,0,0,2,1,0,0,2,0,1,2,2,0,0,0,4.048780487804878,0,13,1,4,41
1032,12,6,45,1,62,32,0,1,10,80,40,0,53,0,24,12,0,0,1,23,0,34,18,4,15,9,17,3,2,4,5.528925619834711,3,38,4,42,363
1033,8,0,29,0,34,13,0,0,5,33,19,0,22,0,17,14,0,0,2,6,0,15,0,3,8,18,6,1,4,4,5.871621621621622,6,24,3,13,148
1034,13,1,20,0,32,20,0,2,11,26,4,0,35,0,31,13,1,0,1,6,0,18,3,5,7,19,0,3,0,2,5.059523809523809,1,2,4,12,168
1035,19,0,18,1,33,36,3,3,14,25,7,1,37,0,24,28,0,0,3,19,0,30,0,6,10,20,3,1,2,1,5.495,3,7,3,14,200
1036,23,0,43,9,61,35,2,1,21,62,9,0,32,0,52,37,0,0,3,15,0,41,0,6,12,34,12,5,2,0,5.341911764705882,3,13,4,30,272
1037,35,0,48,10,79,44,0,0,14,72,15,3,63,0,62,41,0,0,3,26,0,39,5,7,17,45,25,5,8,8,4.952755905511811,12,14,4,39,381
1038,11,1,39,0,51,26,1,1,5,65,4,2,34,0,28,27,0,0,2,22,0,20,2,2,7,25,9,5,4,2,5.43404255319149,6,18,4,23,235
1039,17,2,25,4,27,13,1,0,9,60,9,0,21,0,19,27,3,2,0,15,0,32,8,4,3,15,1,3,6,0,5.481081081081081,6,16,3,11,185
1040,25,1,52,0,53,25,0,1,12,55,19,0,40,0,26,22,0,0,1,19,0,32,2,13,16,16,13,2,1,0,5.845849802371541,1,17,4,24,253
1041,31,2,51,2,61,25,0,1,14,58,8,2,53,0,36,23,0,0,3,9,0,22,11,5,8,10,13,0,1,1,5.530612244897959,1,18,3,22,245
1042,23,0,27,1,47,18,1,0,10,45,8,0,34,0,51,18,0,0,3,15,0,23,2,7,11,22,11,2,1,0,4.453744493392071,1,7,3,13,227
1043,14,3,26,1,43,29,1,0,16,44,3,0,28,0,56,17,0,0,0,18,0,35,3,2,9,28,13,3,5,1,5.043478260869565,5,8,4,15,207
1044,26,0,35,1,48,44,1,0,14,57,9,2,57,0,29,32,2,0,2,16,0,28,2,1,14,17,13,2,0,1,6.381481481481481,1,6,4,23,270
1045,10,3,42,1,41,27,0,0,9,41,7,0,28,0,46,21,0,0,8,10,0,14,21,9,6,14,6,1,1,1,4.736363636363636,1,13,4,20,220
1046,0,0,4,0,4,1,0,0,1,7,0,0,0,0,5,4,0,0,0,1,0,2,0,0,1,6,2,0,1,0,5.117647058823529,1,4,1,1,17
1047,18,8,35,1,46,22,2,0,6,68,28,0,31,0,42,25,0,0,1,15,0,19,7,2,16,32,15,3,3,5,5.49812734082397,5,32,4,35,267
1048,28,4,69,3,71,49,1,0,18,117,14,0,44,0,31,40,1,1,2,25,0,42,2,10,24,12,43,4,6,9,5.58273381294964,9,8,5,36,417
1049,9,0,20,0,26,16,1,0,1,16,6,0,38,0,19,7,3,1,1,9,0,10,2,6,2,31,2,0,2,2,3.8972972972972975,2,13,4,23,185
1050,26,3,36,0,66,27,0,0,7,84,17,0,26,0,39,38,0,0,4,12,0,19,7,7,20,30,17,4,1,1,5.532374100719425,1,26,5,20,278
1051,23,1,30,0,34,24,0,0,13,40,24,1,22,0,63,24,0,0,0,15,0,30,16,8,7,30,6,3,8,3,4.60431654676259,8,24,3,34,278
1052,18,1,24,2,37,14,3,0,2,42,4,0,13,0,59,16,0,0,3,14,0,14,31,7,11,19,4,4,4,5,4.67005076142132,5,11,3,24,197
1053,8,1,19,1,30,13,1,1,10,25,1,0,18,0,19,10,0,0,1,6,0,14,1,1,5,10,9,2,3,0,4.62280701754386,4,6,3,11,114
1054,10,1,35,0,34,19,0,0,8,44,13,1,17,0,32,18,1,2,0,13,0,25,15,3,10,15,8,2,2,1,5.658031088082901,4,16,3,17,193
1055,15,2,42,3,49,20,0,3,16,65,12,0,44,0,42,25,0,0,2,23,0,36,3,6,8,21,15,5,4,3,5.238095238095238,5,9,5,25,294
1056,19,0,27,2,38,18,5,0,9,38,12,0,32,0,35,15,0,0,3,8,0,17,21,9,3,18,3,4,1,6,4.502304147465438,3,20,3,14,217
1057,8,1,45,2,36,16,2,0,11,61,10,0,36,0,33,20,0,0,1,17,0,31,3,8,6,20,8,2,2,7,4.10828025477707,8,9,3,24,314
1058,29,1,45,3,45,18,1,1,13,50,22,0,30,0,55,29,2,0,5,22,0,34,10,11,9,26,19,6,6,6,4.599290780141844,10,26,4,30,282
1059,23,2,54,3,64,43,2,3,12,55,29,0,56,0,47,28,1,0,0,7,0,24,5,5,11,34,11,6,5,1,5.553398058252427,6,40,3,33,309
1060,30,9,53,3,82,40,2,1,15,86,25,1,67,0,52,42,0,0,5,14,0,28,7,8,8,34,20,8,4,7,5.357333333333333,5,22,4,33,375
1061,15,0,29,1,44,31,1,0,13,42,7,1,47,0,26,22,0,0,2,5,0,19,3,6,5,18,6,5,1,3,5.101449275362318,1,20,4,20,207
1062,37,0,38,1,50,28,2,0,8,65,7,2,62,0,40,28,0,1,3,21,0,34,11,12,12,37,14,4,8,6,5.372168284789644,7,15,3,30,309
1063,24,0,35,0,60,28,1,2,11,52,17,0,74,0,42,17,1,1,8,11,0,25,7,7,5,38,4,7,5,4,4.689655172413793,8,25,3,31,290
1064,5,0,34,3,37,16,1,1,6,51,7,0,26,0,18,24,0,1,6,18,0,16,3,9,7,22,14,2,4,0,4.806603773584905,3,14,3,26,212
1065,18,2,36,1,43,15,0,0,7,42,2,1,32,0,37,15,0,0,4,14,0,26,4,4,7,20,6,3,7,3,4.7514450867052025,10,9,3,11,173
