,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
345,4,1,30,1,30,17,0,0,0,5,31,14,0,17,0,0,8,13,1,0,1,6,11,15,6,2,4,2,2,0,5,6.439024390243903,1,5,15,123
346,1,0,11,0,11,2,0,0,0,1,13,12,0,1,0,0,4,0,0,0,0,2,2,2,1,1,0,1,0,0,0,5.138888888888889,0,1,5,36
347,4,2,15,1,13,9,0,0,0,3,19,9,0,5,0,0,2,3,0,0,0,7,11,4,1,4,0,0,0,0,0,5.951612903225806,0,1,8,62
348,3,1,21,0,14,10,0,0,0,2,19,9,1,13,0,0,3,5,0,1,1,5,6,10,5,2,2,2,1,0,3,6.426829268292683,1,3,9,82
349,1,0,27,1,19,11,0,0,0,1,27,16,0,16,0,0,5,6,0,0,0,10,10,2,2,2,7,6,0,0,2,5.260869565217392,0,8,26,115
350,0,1,17,2,13,6,0,0,0,2,22,2,0,11,0,0,5,8,0,0,0,6,5,7,1,5,0,0,3,0,0,6.303030303030303,0,2,9,66
351,2,0,21,0,17,9,0,0,0,3,22,7,0,10,0,0,3,6,0,0,0,3,6,7,2,3,0,0,0,0,2,5.906666666666666,2,3,10,75
352,1,1,17,0,10,6,0,0,0,0,20,10,0,7,0,0,2,1,0,0,0,6,6,7,4,1,0,0,0,0,0,6.3125,0,2,9,64
353,5,0,25,2,20,8,2,2,0,7,21,6,1,13,0,0,13,19,0,0,1,7,14,8,3,4,5,2,1,0,3,6.680851063829787,2,2,9,94
354,0,1,7,0,7,6,0,0,0,1,11,4,0,6,0,0,0,2,0,0,0,4,3,5,2,0,0,0,0,0,0,6.238095238095238,0,1,4,42
355,7,0,21,0,22,9,0,0,0,3,18,13,1,22,0,0,3,5,0,1,1,4,7,9,2,4,2,1,2,0,0,6.629213483146067,1,1,11,89
356,1,3,37,0,23,18,0,1,0,8,43,5,0,17,0,0,2,12,0,0,1,12,15,12,4,6,1,1,3,0,0,6.225563909774436,2,0,13,133
357,1,0,19,1,11,6,0,0,0,1,17,5,0,12,0,0,2,7,0,0,0,5,6,6,2,2,3,0,1,0,0,5.967741935483871,0,2,8,62
358,2,4,29,0,14,10,0,0,0,4,12,23,0,15,0,0,10,7,0,0,0,10,10,16,2,3,1,0,0,0,4,5.554347826086956,0,4,9,92
359,8,1,22,0,16,11,2,0,0,3,21,12,0,15,0,0,1,7,0,0,0,7,11,6,3,4,0,0,0,0,1,5.8979591836734695,0,2,10,98
360,4,1,20,0,19,16,0,0,0,4,22,15,0,17,0,0,3,12,0,0,1,10,12,4,3,3,6,8,3,0,1,6.509803921568627,2,3,13,102
361,1,1,23,0,18,16,0,1,0,3,24,7,0,14,0,0,3,6,0,0,1,5,6,13,5,3,1,0,0,0,0,6.149425287356322,0,1,8,87
362,3,0,31,0,21,15,1,0,0,5,34,7,0,11,0,0,4,12,0,0,1,9,11,13,1,5,1,1,2,0,1,5.672727272727273,1,3,19,110
363,1,0,10,0,8,7,0,0,0,0,16,0,0,7,0,0,3,7,0,0,1,6,4,6,2,3,2,0,0,0,0,5.361702127659575,0,5,5,47
364,3,0,17,0,16,4,0,1,0,1,16,16,0,15,0,0,2,5,0,0,1,9,8,8,6,0,1,0,1,0,0,6.569620253164557,1,2,6,79
365,2,0,17,1,12,7,0,2,0,3,18,4,0,7,0,0,3,8,0,0,2,7,8,7,4,2,1,1,3,1,0,5.809523809523809,2,0,10,63
366,2,1,27,1,14,8,0,2,0,2,37,19,0,11,0,0,5,4,0,0,1,6,3,10,3,5,1,3,0,0,1,6.365384615384615,0,1,13,104
367,1,0,21,0,21,16,1,0,0,6,18,14,1,16,0,0,0,14,0,0,0,4,8,7,5,5,0,3,3,0,0,6.4766355140186915,2,0,9,107
368,5,0,12,1,22,13,0,0,0,2,12,6,0,15,0,0,7,9,0,0,2,6,9,10,2,4,2,1,1,0,0,6.103896103896104,0,3,8,77
369,7,1,21,1,16,9,0,1,0,5,23,10,0,16,0,0,3,9,0,0,2,5,9,9,4,1,1,2,1,0,0,5.8,0,3,10,90
370,4,2,36,1,38,18,0,0,0,4,41,25,0,19,0,0,3,8,0,0,1,5,10,11,4,8,0,1,2,0,0,6.300699300699301,0,11,12,143
371,2,0,17,0,14,13,0,0,0,3,24,15,1,9,0,0,6,11,0,1,0,6,7,6,6,3,0,3,0,0,0,6.043956043956044,0,12,5,91
372,4,0,26,0,20,10,0,0,0,6,32,5,0,7,0,0,3,9,0,0,2,7,10,6,0,3,0,1,1,0,1,6.023255813953488,0,1,7,86
373,1,1,17,2,14,11,1,0,0,4,10,16,0,8,0,0,6,3,0,0,0,8,10,6,1,1,1,4,1,0,3,5.776119402985074,0,7,8,67
374,3,1,22,0,22,14,0,2,0,4,32,10,1,11,0,0,3,9,1,1,1,7,8,8,6,6,0,6,0,1,2,6.1,1,3,8,110
375,1,0,20,0,14,4,0,1,0,0,19,9,0,5,0,0,5,3,0,0,0,5,3,6,1,3,0,2,3,0,0,6.236363636363636,1,4,5,55
376,5,0,26,0,17,12,4,1,0,2,31,10,0,10,0,0,6,4,1,0,0,7,9,6,1,4,2,0,0,0,1,6.75,0,2,11,84
377,0,0,25,0,17,9,1,0,0,7,23,5,0,18,0,0,6,7,0,0,0,12,14,6,3,7,2,0,2,0,0,6.107142857142857,0,2,10,84
378,0,2,20,0,18,8,1,1,0,7,25,27,0,13,0,0,7,9,0,0,0,8,15,10,2,5,2,3,1,0,1,5.991525423728813,0,6,11,118
379,2,1,21,0,15,4,0,0,0,5,22,4,0,9,0,0,1,5,0,0,0,6,9,7,2,2,0,1,2,0,0,5.985074626865671,1,4,8,67
380,1,1,11,1,11,9,0,0,0,0,14,4,0,11,0,0,2,4,0,0,0,4,2,7,5,0,1,0,0,0,0,5.9423076923076925,0,0,6,52
381,4,2,22,2,20,13,1,0,0,4,22,13,0,11,0,0,9,11,0,0,1,7,8,8,1,1,5,3,1,2,2,5.739583333333333,2,7,13,96
382,2,0,12,0,14,11,0,0,0,3,9,15,0,16,0,0,4,6,0,0,1,7,9,7,9,3,0,3,1,0,2,6.430232558139535,1,3,11,86
383,2,0,34,0,32,18,1,1,0,3,36,26,0,19,0,0,4,11,0,0,1,11,11,12,6,9,3,1,0,0,1,6.292517006802721,0,3,14,147
384,6,0,17,0,21,6,0,0,0,3,17,13,0,5,0,0,4,3,0,0,0,4,5,4,1,3,0,0,1,0,0,5.983333333333333,1,2,5,60
385,1,1,15,0,16,9,0,1,0,3,18,9,0,10,0,0,2,4,0,0,0,3,6,8,1,2,0,1,1,0,1,6.238095238095238,0,3,10,63
386,5,1,31,1,41,15,1,1,0,3,33,11,0,21,0,0,6,8,0,0,0,3,6,13,9,6,1,1,1,0,2,6.65625,0,2,10,128
387,3,1,16,2,18,10,0,1,0,2,28,15,0,12,0,0,3,10,0,0,1,8,7,8,3,4,1,2,3,0,2,6.159574468085107,3,5,6,94
388,2,2,8,0,10,5,0,0,0,1,14,5,0,9,0,1,6,2,0,0,1,3,3,6,1,0,0,1,0,0,0,5.3478260869565215,0,2,5,46
389,3,1,21,0,18,10,1,1,0,2,22,14,1,8,0,0,6,5,0,0,0,3,4,6,2,3,1,7,0,0,3,6.416666666666667,2,5,7,84
390,1,0,23,0,18,13,0,0,0,3,23,10,0,11,0,0,1,15,0,0,0,7,8,9,4,10,1,2,1,0,2,6.395833333333333,1,1,15,96
391,3,1,23,0,21,16,1,1,0,2,23,16,0,10,0,0,18,9,1,0,1,9,9,16,4,3,2,1,0,0,1,5.504504504504505,0,5,11,111
392,1,0,18,1,15,10,0,1,0,4,20,5,0,9,0,0,4,8,0,1,1,7,7,13,2,5,1,1,2,0,2,6.093333333333334,1,5,9,75
393,5,1,15,2,18,15,0,0,0,3,21,8,0,8,0,0,9,10,0,1,0,4,7,5,5,3,2,6,1,0,0,5.795454545454546,0,0,9,88
394,3,3,23,0,31,9,0,1,0,3,31,18,0,18,0,0,11,5,0,0,3,6,6,10,3,5,3,2,3,0,0,6.37719298245614,3,7,9,114
395,5,0,21,1,21,13,0,2,0,1,27,9,2,10,0,0,3,7,0,0,1,9,9,9,4,1,0,4,0,0,0,6.258064516129032,0,5,16,93
396,3,3,22,1,15,14,0,0,0,4,27,6,0,13,0,0,3,12,0,0,0,9,9,8,4,4,1,0,1,0,3,6.224489795918367,0,1,10,98
397,4,3,32,0,23,11,0,0,0,4,34,10,0,14,0,0,5,7,0,0,0,14,13,11,2,6,3,1,1,0,0,6.0344827586206895,1,2,8,116
398,1,1,18,0,17,7,0,1,0,4,17,14,1,13,0,0,3,5,0,0,0,9,12,8,4,2,1,1,1,0,0,6.0625,0,0,8,80
399,6,0,24,2,14,9,2,0,0,6,29,10,1,10,0,0,5,11,0,0,1,10,16,10,4,5,3,3,1,0,2,5.8,0,2,14,100
400,2,1,22,1,20,11,0,1,0,3,20,18,0,11,0,0,4,9,0,0,3,6,7,12,6,6,2,0,1,0,1,6.0576923076923075,1,8,13,104
401,2,0,11,0,16,13,0,1,0,2,15,15,1,12,0,0,6,11,1,0,0,5,4,12,4,1,0,4,0,0,1,6.4,1,0,12,85
402,1,0,23,0,22,14,1,0,0,3,29,10,0,16,0,0,5,1,0,0,0,9,9,9,5,6,2,1,1,1,1,6.5,1,5,10,102
403,1,2,19,0,14,11,4,2,0,2,28,10,0,7,0,0,4,8,1,0,0,5,5,8,5,0,0,3,0,0,2,6.0,2,10,9,87
404,7,0,39,2,25,18,1,0,0,7,48,14,0,12,0,0,9,12,1,0,1,9,18,14,6,5,2,1,0,0,1,5.874125874125874,1,6,19,143
405,3,0,12,1,14,1,0,1,0,3,20,4,0,6,0,0,2,2,0,0,0,5,8,6,2,3,0,0,1,0,1,5.938775510204081,0,4,5,49
406,1,1,4,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.2727272727272725,0,1,3,11
407,1,2,11,1,8,7,0,0,0,1,15,2,0,7,0,0,4,9,0,0,0,5,5,6,2,1,3,3,1,0,1,5.784313725490196,1,2,8,51
408,1,1,17,0,17,13,0,0,0,3,21,13,0,8,0,0,4,6,0,0,0,4,6,8,1,1,0,0,0,0,0,6.618421052631579,0,7,5,76
409,3,1,21,2,13,17,0,2,0,3,17,7,1,9,0,0,3,8,0,0,1,4,5,5,4,2,2,3,0,0,0,6.0625,0,0,10,80
410,6,1,19,1,23,11,0,0,0,3,30,6,0,14,0,0,2,12,0,0,0,7,10,7,6,7,2,0,2,0,1,7.151515151515151,0,5,7,99
411,3,0,19,0,17,11,1,0,0,2,15,14,1,13,0,0,5,11,0,0,1,4,5,10,5,5,2,2,1,0,0,6.2555555555555555,1,4,7,90
412,4,1,19,1,11,4,0,0,0,1,18,6,0,3,0,0,7,6,0,0,0,6,5,12,2,4,0,1,1,0,1,5.642857142857143,0,7,7,56
413,2,2,24,0,22,11,1,1,0,6,25,10,1,12,0,0,3,6,0,0,2,7,8,4,3,4,1,5,1,0,1,5.966292134831461,0,13,6,89
414,1,1,14,0,9,5,0,1,0,2,12,3,1,7,0,0,1,4,0,1,0,1,2,6,2,1,1,1,0,0,1,6.586956521739131,0,3,5,46
415,2,0,16,1,14,10,0,1,0,1,18,5,0,8,0,0,2,6,0,0,0,8,7,7,3,4,0,2,2,0,0,6.333333333333333,2,2,6,63
416,1,2,25,1,27,16,0,1,0,4,24,14,0,12,0,0,2,12,0,0,1,5,5,9,4,4,0,0,0,0,0,6.097087378640777,0,6,11,103
417,1,0,20,0,13,8,0,2,0,2,23,6,0,10,0,0,0,5,0,0,2,8,6,6,2,2,0,1,0,0,1,6.388888888888889,0,1,7,72
418,1,0,7,0,2,1,0,0,0,1,10,0,0,3,0,0,0,1,0,0,0,2,3,3,0,0,0,1,0,0,0,6.523809523809524,0,0,3,21
419,5,0,27,0,27,13,1,1,0,1,24,14,1,14,0,0,7,10,0,1,1,5,5,15,7,6,4,1,1,0,2,6.298245614035087,0,7,11,114
420,3,1,32,0,27,17,0,1,0,5,27,17,0,15,0,0,4,8,1,0,0,8,10,10,5,6,1,3,0,0,0,6.592920353982301,0,6,12,113
421,3,5,18,2,21,11,2,0,0,7,18,25,0,10,0,0,7,13,0,0,1,8,14,10,4,8,0,0,2,0,0,5.973214285714286,0,3,10,112
422,2,0,13,0,8,3,0,0,0,0,9,9,0,10,0,0,3,2,0,0,1,3,3,3,2,3,7,1,1,0,1,5.4,1,2,5,45
423,4,0,28,0,22,16,0,2,0,1,37,5,0,14,0,0,3,5,0,0,1,11,10,11,5,4,1,0,1,0,0,5.565573770491803,0,3,12,122
424,6,1,27,0,23,12,0,0,0,5,39,13,0,16,0,0,3,7,0,0,0,9,11,7,1,7,1,1,0,0,0,6.085470085470085,0,4,10,117
425,1,1,21,0,25,6,0,1,0,3,23,17,0,9,0,0,8,3,0,0,0,4,7,6,4,5,0,4,0,2,3,6.325842696629214,3,5,10,89
426,4,1,24,0,12,11,0,1,0,5,21,7,1,10,0,0,3,9,0,0,2,7,12,7,3,3,1,3,2,0,3,6.3023255813953485,1,0,8,86
427,3,0,18,1,17,12,0,1,0,3,20,15,0,9,0,0,8,8,0,0,0,4,5,12,6,5,1,2,0,1,3,6.2298850574712645,0,9,9,87
428,1,1,29,1,24,9,0,0,0,2,29,16,0,18,0,0,3,12,0,0,1,11,10,11,3,7,0,0,0,0,0,6.543859649122807,0,1,14,114
429,5,2,19,1,19,8,1,1,0,2,24,16,1,15,0,0,2,10,0,0,0,3,3,9,6,2,2,2,0,0,0,6.189473684210526,0,4,11,95
430,6,2,29,0,22,15,1,1,0,5,36,11,0,11,0,0,4,9,0,0,0,8,8,12,1,8,0,0,1,0,1,6.140186915887851,0,1,12,107
431,7,0,23,1,24,13,0,1,0,5,36,17,0,13,0,0,6,15,0,0,0,5,10,16,5,4,0,3,4,2,1,5.809523809523809,3,6,13,126
432,3,4,31,0,26,12,0,0,0,5,33,11,1,13,0,0,2,7,0,1,0,7,8,16,3,7,0,1,2,0,1,6.3097345132743365,1,3,9,113
433,0,1,14,0,17,10,0,1,0,4,19,12,0,6,0,0,2,7,0,0,1,4,9,7,2,3,1,2,2,0,0,5.776315789473684,1,6,8,76
434,4,1,20,0,17,4,1,0,0,6,13,9,0,9,0,0,3,3,0,0,2,6,12,6,1,2,2,2,0,0,0,5.39344262295082,0,7,7,61
435,1,0,16,0,18,7,0,1,0,3,16,14,0,14,0,0,5,3,0,0,1,1,5,4,5,1,5,3,0,0,0,6.337837837837838,0,3,7,74
436,3,0,17,0,12,4,1,0,0,2,14,8,0,12,0,0,2,4,0,0,0,7,5,8,1,2,2,1,2,0,0,6.12962962962963,0,2,4,54
437,3,1,22,0,22,17,1,1,0,4,12,12,0,11,0,0,4,12,0,0,2,9,11,8,3,3,0,0,0,0,1,5.641025641025641,1,0,9,78
438,2,0,6,1,5,3,0,0,0,1,8,0,0,2,0,0,3,0,0,0,0,1,2,5,0,1,0,0,0,0,0,5.2105263157894735,0,2,4,19
439,4,2,27,0,12,9,0,0,0,3,16,8,0,17,0,0,5,6,0,0,2,18,18,9,0,3,1,0,0,0,2,6.407407407407407,1,0,8,81
440,1,2,16,2,16,7,2,0,0,2,24,6,0,7,0,0,2,10,0,0,1,9,6,6,2,8,0,1,2,0,0,6.073529411764706,0,6,9,68
441,0,0,21,0,15,9,0,0,0,4,15,8,0,9,0,0,7,8,0,0,2,4,8,10,2,5,0,0,0,0,1,6.276923076923077,0,3,7,65
442,2,1,25,1,29,17,0,0,0,5,28,10,0,6,0,0,9,8,0,0,0,2,5,1,4,4,1,8,1,0,1,6.301204819277109,1,2,7,83
443,4,2,16,1,14,14,0,0,0,4,13,7,0,14,0,0,6,4,0,0,2,13,18,12,5,2,1,0,2,0,1,6.463414634146342,0,1,9,82
444,4,2,28,0,19,10,1,2,0,7,24,17,0,13,0,0,7,11,0,0,2,11,15,17,5,7,1,0,3,0,1,5.907407407407407,1,3,10,108
445,1,0,10,0,13,6,0,0,0,2,14,4,1,11,0,0,1,5,0,0,1,1,2,6,2,3,0,2,1,0,0,6.730769230769231,0,0,6,52
446,3,2,36,0,29,11,0,2,0,7,29,19,0,14,0,0,5,7,0,0,0,12,15,8,2,4,4,2,0,0,0,6.508928571428571,0,3,21,112
447,1,2,15,0,16,5,0,2,0,4,17,10,0,8,0,0,2,8,0,0,0,5,8,8,1,10,0,1,0,0,0,5.878787878787879,0,1,8,66
448,2,1,9,1,9,3,1,0,0,0,12,6,0,4,0,0,0,3,0,0,0,3,3,8,1,1,0,0,0,0,2,7.102564102564102,1,0,5,39
449,5,0,25,1,27,11,0,0,0,2,29,12,1,15,0,0,3,9,0,0,1,7,9,10,1,2,2,3,2,0,0,6.122448979591836,0,1,10,98
450,3,0,22,1,14,10,0,0,0,7,18,10,0,10,0,0,4,10,0,0,0,10,14,6,4,3,1,0,1,0,1,5.976744186046512,1,4,11,86
451,4,0,24,1,28,11,1,1,0,4,26,12,0,11,0,0,4,11,1,0,0,8,9,9,6,5,2,1,2,0,0,6.01980198019802,0,3,10,101
452,4,1,37,3,25,23,0,2,0,7,37,9,0,15,0,0,5,10,1,1,0,15,16,13,4,6,2,2,4,0,0,6.3565891472868215,3,1,13,129
453,3,1,28,0,24,17,0,0,0,2,26,14,1,18,0,0,5,9,0,0,0,6,6,10,7,5,1,3,1,0,0,6.424778761061947,0,4,11,113
454,2,0,18,1,11,10,1,0,0,2,16,5,0,10,0,0,5,9,0,0,0,9,9,11,0,3,1,1,0,1,0,6.279411764705882,1,0,7,68
455,3,1,20,2,16,10,0,0,0,5,16,6,0,13,0,0,7,4,1,0,0,6,12,7,5,3,3,0,1,0,0,5.8933333333333335,0,2,10,75
456,1,2,8,0,8,5,0,0,0,0,11,14,0,6,0,0,1,3,0,0,0,4,3,3,0,1,1,1,0,0,0,6.0,0,4,6,47
457,5,1,23,0,19,17,0,0,0,3,23,10,0,18,0,0,6,6,0,0,1,5,7,11,4,5,0,0,0,0,2,6.271739130434782,0,4,11,92
458,0,1,26,0,26,13,0,1,0,3,27,17,0,14,0,0,2,12,0,0,1,7,9,9,5,3,0,0,0,0,0,6.412844036697248,0,1,10,109
459,3,1,21,1,21,12,0,0,0,2,29,21,0,21,0,0,5,10,0,0,0,11,9,12,8,5,0,3,1,0,0,6.333333333333333,0,8,12,126
460,1,1,29,0,16,12,0,1,0,3,26,17,0,15,0,0,7,9,0,0,1,16,13,11,7,4,2,0,1,0,0,6.009090909090909,0,1,9,110
461,3,1,24,0,23,11,0,0,0,6,23,9,1,13,0,0,8,8,0,0,0,5,10,9,7,3,1,6,0,0,1,5.947916666666667,0,0,18,96
462,6,3,44,0,33,20,2,0,0,4,47,11,0,18,0,0,12,12,0,0,0,6,8,17,7,2,4,5,2,0,5,5.5,3,5,16,150
463,3,0,14,0,8,4,0,0,0,1,9,9,0,5,0,0,1,2,0,0,0,4,4,5,1,3,0,0,2,0,0,6.45945945945946,1,2,2,37
464,0,1,15,1,13,8,0,0,0,0,17,10,0,11,0,0,1,6,0,0,1,6,4,5,3,3,2,4,4,0,1,5.885714285714286,2,2,6,70
465,2,0,23,2,20,9,0,0,0,1,23,7,0,11,0,0,12,14,0,0,1,11,9,13,3,10,4,1,3,1,1,5.72093023255814,1,7,9,86
466,4,1,21,0,15,6,0,0,0,4,13,8,0,8,0,0,5,1,0,0,0,7,8,10,1,5,1,0,1,1,1,5.637931034482759,1,3,6,58
467,2,1,19,0,21,9,0,0,0,3,20,6,0,11,0,0,6,9,0,0,1,9,10,7,10,1,2,0,0,0,0,5.894117647058824,0,1,8,85
468,2,1,9,0,12,4,1,1,0,4,15,6,0,9,0,0,4,3,0,0,0,6,8,4,5,0,0,2,1,0,0,6.241935483870968,1,2,6,62
469,5,2,17,2,16,12,0,1,0,2,13,12,0,13,0,0,3,9,0,1,1,7,7,10,4,2,1,1,2,0,0,5.651162790697675,2,2,9,86
470,4,0,23,1,32,12,0,0,0,6,25,9,0,15,0,0,6,10,0,0,2,8,9,7,7,5,0,0,0,1,0,6.104166666666667,1,0,14,96
471,1,0,10,1,14,4,0,1,0,0,12,6,0,7,0,0,10,4,0,0,0,1,0,7,2,0,0,1,0,1,0,5.923076923076923,1,2,5,39
472,3,0,34,1,24,12,1,1,0,4,24,11,0,13,0,0,4,5,0,0,0,5,8,11,3,5,3,1,1,0,1,6.404255319148936,1,2,13,94
473,4,1,22,0,12,9,0,1,0,3,28,13,1,8,0,0,2,5,0,0,0,10,9,9,0,8,0,2,1,0,0,6.325842696629214,1,3,8,89
474,0,3,11,0,18,7,0,1,0,3,15,11,0,8,0,0,4,4,0,0,0,2,4,7,3,2,0,2,2,0,0,6.015384615384615,2,2,6,65
475,5,5,40,1,29,24,0,1,0,3,37,21,0,20,0,0,8,14,0,0,2,12,12,18,6,4,2,0,1,0,0,5.738095238095238,1,4,19,168
476,2,3,30,1,30,10,3,0,0,5,36,23,0,17,0,0,13,18,0,0,0,9,12,15,5,5,1,1,1,1,0,6.099290780141844,2,2,16,141
477,5,1,23,0,23,10,0,1,0,3,26,10,2,9,0,0,4,5,0,1,0,5,5,8,2,5,0,1,1,0,1,6.073170731707317,1,2,8,82
478,2,1,33,0,27,10,2,1,0,3,33,21,0,19,0,0,3,12,0,0,3,10,11,12,11,7,1,0,1,0,2,6.330935251798561,0,3,12,139
479,3,1,19,0,18,11,0,0,0,2,24,9,1,12,0,0,3,11,0,2,0,6,6,8,1,1,0,0,1,0,0,6.390243902439025,1,0,6,82
480,1,3,16,0,17,9,1,0,0,3,16,6,0,8,0,0,5,12,0,1,1,2,4,7,4,3,3,1,1,1,3,5.532467532467533,1,3,8,77
481,0,0,7,0,6,1,0,0,0,1,10,4,0,5,0,0,3,1,0,0,0,1,2,1,1,0,2,1,1,1,2,6.2,0,0,3,30
482,0,0,9,0,7,2,1,0,0,4,13,1,0,6,0,0,5,5,0,0,0,3,7,6,0,1,1,0,0,0,0,5.916666666666667,0,2,3,36
483,4,1,39,1,37,18,0,0,0,1,38,26,0,24,0,0,3,10,0,0,0,15,12,15,6,5,2,0,2,0,1,6.657718120805369,1,9,8,149
484,2,0,27,1,19,10,0,0,0,3,27,8,0,12,0,0,3,8,1,0,0,7,6,11,2,5,1,2,4,1,0,6.364705882352941,1,0,10,85
485,1,1,17,1,14,6,0,0,0,2,15,3,0,9,0,0,4,5,0,0,0,5,5,8,4,2,0,1,2,0,0,6.275862068965517,0,1,7,58
486,7,1,28,1,23,12,1,0,0,6,30,11,0,17,0,0,5,6,0,0,0,10,13,14,2,6,1,1,0,0,0,6.412280701754386,0,5,12,114
487,2,0,18,0,16,9,0,1,0,1,13,12,0,10,0,0,3,3,0,0,0,3,3,7,3,0,2,1,0,0,2,6.0625,0,5,8,64
488,5,0,24,0,11,9,0,1,0,1,23,7,0,12,0,0,1,3,0,0,1,8,8,11,1,4,0,1,0,0,0,6.324324324324325,0,2,11,74
489,3,1,20,1,18,7,0,0,0,3,23,10,0,8,0,0,4,8,0,0,0,3,5,8,1,7,1,2,2,0,1,6.3375,1,4,10,80
490,3,0,19,0,11,8,0,0,0,1,15,13,0,18,0,0,2,5,0,0,1,10,9,13,4,0,4,0,1,0,2,6.771084337349397,1,0,8,83
491,0,1,10,0,19,5,1,0,0,2,13,15,0,8,0,0,8,10,1,0,0,4,5,7,2,4,3,3,0,0,1,5.878787878787879,0,5,6,66
492,3,1,20,0,22,7,0,1,0,11,13,15,0,9,0,0,14,10,0,0,2,4,16,8,1,0,3,0,1,0,1,5.76056338028169,1,6,9,71
493,2,1,20,0,12,17,1,1,0,1,24,3,0,10,0,0,9,7,0,0,0,7,7,12,5,0,2,1,0,0,1,5.6976744186046515,1,6,10,86
494,6,2,20,3,17,10,0,0,0,4,20,8,0,19,0,0,1,5,0,0,1,9,11,5,3,3,4,5,1,0,0,5.733333333333333,0,5,8,90
495,2,1,34,1,24,17,0,0,0,3,32,11,0,15,0,0,2,10,0,0,1,13,12,11,6,4,0,4,0,0,0,6.102564102564102,0,0,12,117
496,2,1,20,0,20,11,0,0,0,4,17,16,0,8,0,0,2,3,0,0,0,8,11,10,2,5,2,1,1,0,0,5.934210526315789,0,11,8,76
497,4,1,27,1,28,15,0,0,0,4,35,8,0,11,0,0,7,5,0,0,1,2,5,8,3,3,5,3,0,0,1,6.09433962264151,1,3,12,106
498,6,0,27,1,22,6,0,1,0,3,27,9,0,11,0,0,5,8,2,0,1,7,8,13,2,5,3,3,1,0,2,6.2073170731707314,3,5,10,82
499,4,0,27,0,23,3,0,0,0,2,35,12,0,14,0,0,5,6,0,0,1,10,12,14,3,2,1,1,0,0,0,6.297029702970297,0,11,10,101
500,1,0,25,0,19,9,1,0,0,6,22,20,1,12,0,0,2,6,0,0,0,6,12,6,2,3,0,2,0,0,2,6.282608695652174,0,3,9,92
501,3,1,30,0,24,12,0,0,0,5,40,12,0,19,0,0,8,9,0,0,1,13,14,14,7,5,2,0,2,0,0,6.353383458646617,0,0,14,133
502,5,1,27,0,23,15,0,1,0,7,34,12,0,18,0,0,10,10,1,0,1,8,13,10,5,13,4,2,1,0,2,6.338842975206612,0,3,14,121
503,1,0,14,0,10,5,0,1,0,1,15,3,0,7,0,0,3,1,0,0,0,3,5,8,1,0,0,0,1,0,0,6.75,0,1,5,40
504,1,0,29,1,18,15,0,0,0,3,30,17,0,7,0,0,2,5,0,0,0,8,8,10,2,2,0,1,0,0,1,6.044444444444444,0,3,10,90
505,1,4,33,1,24,12,0,3,0,3,36,9,0,13,0,0,9,7,0,0,1,14,12,11,3,5,3,2,0,0,1,6.163793103448276,0,3,14,116
506,4,0,25,1,19,11,0,0,0,6,26,20,0,24,0,0,1,7,0,0,0,14,16,11,12,5,2,3,2,0,4,6.801418439716312,1,4,14,141
507,4,0,23,0,25,13,0,0,0,1,27,14,0,15,0,0,3,8,0,0,0,11,7,11,3,6,1,3,1,0,0,6.252252252252252,1,7,9,111
508,5,1,11,1,9,7,0,0,0,0,15,7,0,10,0,0,2,3,0,0,1,4,3,5,3,0,2,0,1,0,0,5.851851851851852,0,10,7,54
509,4,4,15,0,22,6,0,1,0,1,18,25,1,10,0,0,6,7,0,0,0,8,6,12,3,6,0,1,0,0,0,6.127659574468085,0,0,8,94
510,5,0,19,0,23,16,1,1,0,9,17,13,1,12,0,0,11,14,0,0,3,6,13,9,2,8,2,1,3,0,2,6.077669902912621,2,4,16,103
511,3,3,19,2,19,13,1,0,0,1,17,29,0,6,0,0,2,10,0,0,0,6,8,12,1,9,1,1,0,0,2,6.148936170212766,0,4,11,94
512,0,0,6,0,5,6,0,0,0,2,7,3,0,4,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,1,5.96,1,0,3,25
513,3,1,22,0,17,9,0,0,0,2,18,4,0,10,0,0,0,4,1,0,0,2,2,5,1,1,3,1,4,0,0,6.053571428571429,2,1,5,56
514,0,0,6,1,6,5,0,0,0,1,11,3,0,4,0,0,5,6,1,0,0,2,4,5,2,2,1,3,0,0,0,5.82051282051282,0,5,6,39
515,7,0,39,1,32,32,0,2,0,10,45,19,1,23,0,0,3,20,1,1,2,8,16,18,4,8,1,5,2,1,2,6.344444444444444,3,3,19,180
516,3,0,17,0,15,8,0,2,0,1,20,14,1,10,0,0,9,8,0,1,0,9,8,3,3,3,1,5,0,0,1,6.087912087912088,0,1,9,91
517,2,0,14,2,12,6,0,0,0,3,15,2,0,14,0,0,0,5,0,0,0,7,6,7,3,3,2,0,0,0,0,6.098360655737705,0,0,7,61
