,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
336,8,1,13,0,21,5,0,0,3,31,9,0,2,0,0,45,10,1,0,1,11,0,11,26,4,8,4,4,0,1,1,4.915254237288136,1,7,22,22,118
337,7,1,4,0,15,9,0,0,1,16,0,1,6,0,0,15,4,0,0,1,7,0,9,2,4,0,4,8,1,1,1,4.824561403508772,2,5,8,8,57
338,2,2,8,0,7,6,2,1,1,23,2,0,3,0,0,19,7,0,0,4,8,0,7,15,7,4,2,0,0,0,0,4.988095238095238,0,4,17,14,84
339,2,3,15,0,15,7,0,1,0,27,4,0,3,0,0,15,7,0,0,0,13,0,10,18,1,0,1,1,1,0,4,4.2727272727272725,0,4,16,9,77
340,0,0,7,0,12,8,0,0,1,28,11,0,4,0,0,36,12,0,0,2,9,0,8,13,1,3,7,2,0,0,1,3.8469387755102042,0,19,7,4,98
341,3,1,18,0,20,13,0,0,0,26,4,0,5,0,0,36,6,0,0,1,9,0,8,31,3,3,8,1,2,0,5,4.634146341463414,2,10,21,26,123
342,1,0,4,0,3,1,0,0,1,2,0,0,6,0,0,4,1,0,0,0,2,0,3,0,0,1,4,0,0,0,0,4.7894736842105265,0,0,8,6,19
343,5,4,15,0,27,9,2,3,3,30,33,0,7,0,0,26,14,1,0,2,8,0,9,15,9,4,6,4,1,0,1,5.222972972972973,0,21,24,29,148
344,2,0,12,0,13,4,0,1,3,20,6,0,7,0,0,24,6,0,0,2,7,0,8,6,9,3,6,1,0,0,0,4.976744186046512,0,6,20,11,86
345,5,0,20,0,18,5,2,2,0,34,12,0,3,0,0,12,7,0,0,3,6,0,3,10,1,1,6,2,1,0,1,4.627906976744186,0,26,19,8,86
346,16,3,17,2,19,5,1,1,3,36,8,0,3,0,1,44,9,0,0,4,4,0,6,38,7,5,4,0,0,0,1,4.511811023622047,0,6,21,18,127
347,11,2,22,1,18,7,0,2,0,52,3,0,2,0,0,31,21,0,0,1,4,0,3,23,1,4,0,2,0,0,6,4.418181818181818,0,8,18,16,110
348,7,0,5,0,15,11,0,0,4,21,5,0,5,0,0,12,9,0,0,0,5,0,10,0,4,1,6,9,0,2,1,5.814285714285714,2,3,12,8,70
349,10,5,26,0,19,3,1,0,3,32,49,0,10,0,0,26,14,1,0,5,13,0,13,35,4,4,8,6,0,2,3,5.565853658536585,2,50,24,36,205
350,9,1,12,0,17,7,1,0,3,40,35,0,5,0,0,32,14,1,0,1,5,0,11,23,3,4,9,3,1,1,1,4.967105263157895,1,35,17,17,152
351,2,0,13,1,18,8,0,0,2,21,5,0,5,0,0,29,8,0,1,0,9,0,11,21,4,3,6,1,2,1,7,4.652631578947369,1,6,23,15,95
352,6,3,26,1,20,9,0,1,1,37,4,0,9,0,0,22,9,0,0,0,7,0,6,15,10,1,5,4,0,2,3,5.120967741935484,2,12,20,13,124
353,7,0,7,0,12,5,0,0,6,12,4,0,0,0,0,20,7,0,0,0,2,0,7,3,4,1,3,1,0,0,0,4.145161290322581,0,7,10,12,62
354,3,4,9,0,15,10,0,0,2,24,19,0,2,0,0,16,16,0,0,1,2,0,4,17,2,1,4,2,0,0,3,5.735042735042735,0,27,21,17,117
355,13,0,29,0,31,11,1,0,3,56,35,0,7,0,1,57,13,0,0,3,12,0,15,42,12,4,8,1,0,1,5,5.459595959595959,2,45,18,21,198
356,6,2,13,1,18,4,0,0,0,20,12,0,9,0,0,16,11,0,0,0,0,0,0,18,5,1,0,1,0,0,0,4.75,0,8,20,9,92
357,5,0,14,0,10,6,0,1,0,17,6,0,3,0,0,18,6,0,0,0,9,0,7,2,2,0,13,7,0,0,4,4.5675675675675675,0,7,18,11,74
358,5,2,4,0,9,6,0,0,2,12,2,0,4,0,0,17,9,0,0,0,2,0,4,14,4,3,1,1,0,0,0,4.369230769230769,0,3,16,12,65
359,2,1,5,0,6,3,0,0,3,8,0,0,1,0,0,7,4,0,0,0,0,0,3,4,0,0,3,1,1,1,0,4.8,1,3,7,6,35
360,2,4,12,0,10,6,0,0,1,20,22,0,4,0,0,23,8,0,0,2,4,0,4,17,2,4,3,0,1,0,1,4.568421052631579,0,25,16,6,95
361,13,3,10,0,22,11,0,0,3,40,5,0,5,0,0,29,15,0,1,0,5,0,8,14,5,0,4,5,0,0,5,5.238532110091743,3,2,20,12,109
362,1,1,7,1,14,5,0,0,0,14,5,0,7,0,0,24,5,0,0,0,4,0,4,15,0,0,2,0,0,0,2,4.140350877192983,1,3,16,11,57
363,21,1,43,1,53,5,1,0,4,72,9,0,15,0,0,75,32,0,0,5,20,0,16,43,15,9,16,4,2,3,8,4.723577235772358,3,13,24,27,246
364,5,2,17,3,18,9,0,0,1,18,3,0,11,0,0,28,12,0,0,0,9,0,10,22,5,4,5,2,1,0,6,4.278350515463917,0,2,14,8,97
365,4,0,7,1,8,5,0,0,0,11,8,0,8,0,0,1,5,0,0,0,2,0,2,0,8,1,6,7,0,1,0,6.277777777777778,1,2,9,13,54
366,4,0,21,0,14,4,0,0,1,26,21,0,0,0,0,9,4,1,0,2,12,0,8,13,0,2,6,1,0,0,3,5.144444444444445,0,21,17,9,90
367,7,3,13,0,14,8,1,0,5,21,3,0,5,0,0,42,13,0,0,1,5,0,10,15,7,4,11,3,1,1,1,3.9298245614035086,2,11,10,11,114
368,4,0,3,0,7,2,2,0,4,15,4,0,6,0,0,17,6,1,0,0,3,0,12,0,3,0,3,13,0,0,5,5.898305084745763,0,3,11,11,59
369,5,1,11,0,19,2,3,1,2,20,5,0,8,0,0,21,7,0,0,1,4,0,6,5,5,2,12,3,0,0,7,4.944444444444445,0,12,13,7,90
370,11,1,22,2,28,15,0,1,2,34,32,0,13,0,0,35,12,0,0,7,12,0,9,36,9,4,5,1,3,0,2,5.095238095238095,2,23,23,23,168
371,3,0,7,3,9,7,0,0,0,16,8,0,2,0,0,12,1,0,0,0,7,0,3,9,2,1,6,2,1,0,2,4.65,0,11,11,11,60
372,4,1,18,0,18,8,0,0,0,35,18,0,3,0,0,38,11,0,0,8,9,0,8,22,2,3,12,1,0,1,1,4.2153846153846155,2,21,14,16,130
373,3,0,1,1,3,1,0,0,0,11,6,0,2,0,0,10,3,0,0,0,3,0,3,2,6,0,3,10,0,1,6,6.621621621621622,1,4,12,7,37
374,2,0,8,0,5,2,0,0,2,13,5,0,7,0,0,26,7,1,0,3,4,0,6,18,3,1,2,0,0,0,3,4.3125,0,7,17,14,80
375,7,0,19,1,19,8,0,1,1,33,11,0,2,0,0,26,10,0,0,1,4,0,5,25,5,3,5,0,0,1,2,4.3097345132743365,1,7,20,17,113
376,9,3,22,0,29,9,0,1,0,32,25,0,10,0,1,30,10,0,0,1,9,0,9,29,4,6,7,5,0,1,1,5.006849315068493,1,36,22,19,146
377,19,0,17,1,26,10,0,0,1,36,16,0,6,0,0,37,16,0,0,3,8,0,8,23,4,2,5,3,1,0,0,5.085470085470085,0,18,20,22,117
378,3,2,1,0,7,4,0,0,3,13,3,0,1,0,0,16,3,0,0,0,7,0,8,4,2,0,9,0,0,0,5,4.166666666666667,0,5,9,7,54
379,3,1,8,0,7,3,1,0,0,13,0,0,3,0,0,17,7,0,0,0,3,0,2,11,0,1,3,0,1,0,3,4.486486486486487,0,3,9,2,37
380,8,0,6,0,10,7,0,0,8,18,13,0,0,0,0,24,15,1,0,3,6,0,14,2,6,1,4,2,1,0,5,5.566265060240964,0,13,13,11,83
381,1,2,12,0,16,8,0,0,4,46,73,0,10,6,0,42,11,0,0,1,8,0,13,15,13,2,13,6,0,1,3,5.016064257028113,0,74,20,25,249
382,2,1,13,1,13,7,0,0,2,18,9,0,6,0,0,22,10,0,0,6,7,0,8,15,2,1,2,5,1,0,5,4.211111111111111,0,8,14,10,90
383,2,0,10,0,9,1,0,0,1,14,3,0,2,0,0,13,7,0,0,1,4,0,2,12,1,1,3,0,0,0,1,4.1063829787234045,0,4,11,1,47
384,5,1,13,0,16,7,0,1,1,16,29,0,5,0,0,26,10,0,1,2,5,0,3,20,2,4,5,0,1,0,1,4.761467889908257,0,27,16,12,109
385,6,4,8,0,9,4,0,0,2,13,3,0,3,0,1,11,6,0,0,2,1,0,3,10,6,1,2,0,0,0,4,4.932203389830509,2,8,15,8,59
386,20,4,27,1,34,6,2,0,2,59,8,0,10,0,0,55,15,2,0,4,9,0,7,41,13,2,6,0,1,0,3,4.795698924731183,0,16,21,25,186
387,3,1,3,1,5,3,0,0,2,11,3,0,1,0,0,6,6,0,0,0,2,0,6,2,0,0,0,2,1,0,1,5.212121212121212,0,2,11,5,33
388,2,0,4,0,2,0,1,0,0,6,1,0,3,0,0,7,3,0,0,0,3,0,5,0,1,0,2,3,0,0,1,5.375,0,5,8,4,24
389,1,1,6,0,5,10,0,0,0,13,6,0,3,0,0,10,6,0,0,0,3,0,3,4,0,1,3,7,1,1,0,4.96,1,3,14,11,50
390,9,1,32,1,28,8,2,2,1,38,17,0,6,0,1,29,4,0,0,3,5,0,6,22,5,1,6,6,0,1,4,4.861538461538461,1,16,20,18,130
391,11,1,9,0,15,4,0,0,1,24,9,0,4,0,0,27,12,0,0,0,11,0,7,22,1,1,4,1,2,1,2,4.257425742574258,1,15,11,14,101
392,10,3,10,0,14,4,0,0,3,21,4,0,12,0,1,26,9,0,0,3,7,0,11,14,6,1,5,4,1,2,0,4.62,2,2,18,13,100
393,2,1,19,0,23,9,2,0,9,39,52,0,4,0,0,51,19,1,0,3,0,0,9,43,8,1,8,1,1,3,1,5.5327102803738315,3,54,20,19,214
394,6,2,12,0,10,12,0,0,0,21,3,0,2,0,0,27,2,0,0,1,7,0,7,19,6,0,3,1,1,0,2,4.524390243902439,0,6,18,11,82
395,8,2,19,0,12,8,0,0,0,25,11,0,7,0,0,24,12,0,0,2,10,0,8,20,5,2,5,3,1,0,6,5.05,1,10,18,12,100
396,0,0,3,0,4,3,0,0,0,7,0,0,0,0,0,8,4,0,0,0,3,0,3,0,3,0,0,6,0,0,0,4.961538461538462,0,1,13,6,26
397,11,1,20,2,29,8,1,0,6,48,12,0,6,0,1,41,13,0,0,2,10,0,17,32,4,3,7,1,2,0,5,4.604938271604938,0,9,23,17,162
398,3,3,10,0,11,2,0,1,1,21,1,0,5,0,0,11,3,0,0,0,4,0,4,11,0,1,1,2,0,0,0,4.483333333333333,0,6,16,10,60
399,10,1,18,1,19,8,1,1,4,46,26,0,7,0,0,26,7,0,0,4,7,0,9,25,3,4,0,3,0,0,0,5.006369426751593,0,22,24,21,157
400,9,2,16,0,25,8,0,0,2,21,3,0,6,0,0,20,15,0,0,0,11,0,12,18,4,1,2,2,0,0,2,4.4021739130434785,0,2,20,10,92
401,7,8,18,0,19,6,0,0,0,38,14,0,9,0,0,36,17,0,0,2,1,0,3,20,2,6,8,4,0,1,2,4.845637583892618,0,12,20,22,149
402,5,0,13,0,17,3,0,0,9,21,11,0,7,0,0,9,8,1,0,0,7,0,15,0,7,5,2,7,0,1,1,5.373493975903615,1,9,11,11,83
403,2,0,7,0,10,4,0,0,1,16,0,0,3,0,0,17,5,0,0,0,4,0,3,8,0,6,3,2,0,0,2,5.551020408163265,0,2,16,7,49
404,6,2,17,0,14,6,0,0,2,22,11,0,10,0,0,13,10,0,0,1,2,0,5,9,2,5,7,4,0,1,2,5.752808988764045,0,11,20,13,89
405,5,1,15,1,15,3,0,0,0,31,9,0,8,0,0,23,9,4,0,4,7,0,2,12,1,5,6,2,0,1,0,3.9345794392523366,1,10,18,11,107
406,10,0,2,0,12,4,0,0,3,15,5,0,3,0,0,50,7,0,0,0,1,0,5,18,8,0,15,1,0,2,3,4.623376623376624,2,9,10,8,77
407,11,4,15,0,12,11,0,0,1,37,10,0,2,0,0,30,12,0,0,0,5,0,4,30,4,3,5,2,1,0,1,4.661290322580645,0,24,17,16,124
408,6,0,8,0,6,6,0,0,0,12,2,0,0,0,0,13,2,0,0,1,7,0,7,9,0,0,4,0,1,0,3,4.162790697674419,0,4,10,8,43
409,8,0,16,0,21,7,0,0,3,32,16,0,8,0,0,13,12,0,0,2,6,0,9,5,8,4,3,14,0,3,2,5.732142857142857,1,11,22,11,112
410,3,6,5,0,11,2,0,1,1,17,3,0,6,0,0,12,6,0,0,1,5,0,5,8,1,2,1,0,1,0,0,4.459016393442623,0,1,16,7,61
411,1,1,10,1,10,7,0,0,0,14,1,0,5,0,0,15,6,0,0,0,2,0,2,4,2,0,10,0,0,0,3,4.62962962962963,0,1,11,10,54
412,13,0,28,0,34,20,1,0,7,65,7,0,21,0,0,27,22,1,0,3,17,0,26,0,16,3,7,6,0,2,7,6.21025641025641,2,13,16,14,195
413,5,1,9,0,9,3,0,0,1,22,0,0,4,0,0,18,8,0,0,0,6,0,5,13,3,1,3,1,1,1,1,4.424242424242424,2,0,16,10,66
414,5,0,4,0,4,2,0,0,0,5,0,0,2,0,0,8,3,0,0,0,1,0,0,4,1,1,1,0,0,0,0,4.85,0,2,8,3,20
415,32,2,20,0,29,9,4,0,1,66,20,0,11,0,0,49,24,0,0,5,13,0,18,45,16,10,12,5,0,2,4,4.986725663716814,2,33,21,9,226
416,0,0,8,0,10,6,0,1,0,11,5,0,1,0,0,14,4,0,0,1,6,0,6,14,1,0,2,0,0,1,2,4.363636363636363,1,8,16,9,55
417,5,1,9,0,17,8,0,0,0,20,7,0,1,0,0,19,8,0,0,1,10,0,9,0,5,1,7,3,0,0,0,4.463768115942029,0,5,13,7,69
418,6,0,6,0,14,3,0,0,1,8,1,0,4,0,0,15,9,0,0,2,1,0,6,11,3,0,3,1,0,0,3,4.2745098039215685,1,1,14,10,51
419,22,4,25,0,44,21,0,0,2,41,30,0,11,1,0,59,40,4,0,3,12,0,13,33,11,4,11,3,2,2,2,4.4774774774774775,1,39,16,8,222
420,6,2,15,0,15,7,0,0,1,23,6,0,5,0,0,25,9,1,0,2,11,0,10,22,3,2,2,2,0,0,0,4.905882352941177,0,8,18,15,85
421,4,1,12,0,14,10,0,1,3,28,4,0,5,0,0,11,15,0,0,0,8,0,16,2,1,1,6,5,0,2,3,5.2727272727272725,2,2,13,11,77
422,12,0,7,0,14,4,0,1,2,25,3,0,4,0,0,20,7,0,0,0,7,0,9,11,3,3,14,1,0,0,1,4.132530120481928,0,13,18,8,83
423,5,0,14,0,13,5,0,0,3,19,13,1,6,0,0,15,13,0,2,1,9,0,14,2,0,1,8,7,0,2,3,5.0813953488372094,2,12,10,9,86
424,3,0,13,0,6,4,0,0,0,19,7,1,3,0,1,14,4,0,0,0,5,0,3,16,0,2,2,1,0,0,6,2.0,0,8,19,9,141
425,9,1,26,0,29,15,0,1,10,40,12,0,11,0,0,50,23,0,0,0,9,0,21,1,5,6,28,7,0,0,5,4.873737373737374,0,15,12,26,198
426,2,0,8,0,6,6,0,0,1,22,11,0,0,0,0,23,8,0,0,1,8,0,7,11,4,3,4,4,0,1,1,4.5625,1,7,17,16,80
427,6,0,13,0,12,7,0,0,4,20,1,0,0,0,0,27,7,0,0,0,11,0,13,1,4,2,13,3,0,2,2,4.868852459016393,2,4,7,9,61
428,11,4,28,1,38,12,0,1,0,57,35,0,12,0,1,39,24,2,0,2,3,0,2,14,6,6,15,10,0,7,4,4.708333333333333,8,27,24,36,216
429,10,2,30,0,24,20,1,0,3,40,3,0,9,0,0,33,14,1,0,2,4,0,6,24,7,4,7,0,1,0,3,4.548387096774194,0,4,21,19,155
430,7,1,29,0,27,10,1,3,2,43,37,0,12,1,0,22,15,0,0,0,4,0,4,16,8,6,7,4,0,0,0,5.627118644067797,0,36,24,32,177
431,14,0,13,1,15,6,0,1,0,21,8,0,2,0,1,19,7,0,0,0,4,0,2,14,1,3,4,0,0,0,2,4.983606557377049,0,9,16,7,61
432,4,1,4,0,10,5,0,0,2,11,5,0,3,0,0,13,14,0,0,0,2,0,4,1,5,0,4,2,0,2,0,4.963636363636364,2,6,14,9,55
433,10,0,41,0,45,15,1,2,6,69,33,0,15,0,0,50,17,1,0,5,10,0,12,41,12,8,12,3,2,4,5,4.8125,6,35,24,37,304
434,5,0,10,0,7,2,0,0,2,20,1,0,3,0,0,16,4,0,0,0,1,0,5,0,2,1,7,7,1,1,6,5.3076923076923075,1,1,12,6,52
435,3,0,4,0,7,5,1,0,1,9,6,0,6,0,0,7,6,0,0,0,4,0,5,1,2,0,5,0,0,0,3,5.304347826086956,0,5,14,7,46
436,11,0,5,1,8,8,0,1,1,18,19,0,12,0,0,25,7,2,0,2,10,0,10,17,3,1,3,2,1,0,2,4.851485148514851,0,17,17,15,101
437,5,2,23,0,23,9,0,0,0,44,22,0,3,0,0,29,9,0,0,2,7,0,5,25,5,3,5,2,0,1,5,5.263888888888889,3,25,24,21,144
438,4,2,2,0,9,6,0,1,0,9,7,0,3,0,0,11,3,0,1,0,0,0,0,9,0,3,1,0,0,0,0,5.0,0,10,13,5,45
439,9,0,11,0,24,13,0,1,6,36,7,0,8,0,0,53,27,0,0,5,8,0,10,2,13,3,22,13,2,0,6,5.163522012578617,0,0,11,17,159
440,12,1,8,0,17,5,0,0,2,28,7,0,8,0,0,49,7,0,0,0,11,0,11,25,7,2,10,1,2,0,2,4.024,1,13,17,17,125
441,7,1,25,2,22,15,0,0,5,43,19,0,9,0,0,11,16,0,0,2,7,0,12,3,9,1,6,1,2,2,2,6.040322580645161,3,15,14,15,124
442,2,0,3,0,2,3,0,0,3,9,3,0,0,0,0,8,2,0,0,1,1,0,4,0,6,0,2,5,0,0,3,5.870967741935484,0,4,6,5,31
443,2,1,3,0,8,3,1,1,1,9,2,0,3,0,0,8,3,0,0,0,5,0,5,7,1,0,0,0,0,0,0,4.606060606060606,0,4,10,4,33
444,6,1,21,0,24,13,3,0,2,40,43,1,3,0,0,14,14,0,1,1,8,0,8,28,6,1,5,4,3,1,4,5.467065868263473,2,43,22,25,167
445,4,4,13,0,16,1,0,0,1,13,7,0,8,0,0,17,5,0,0,0,9,0,9,19,1,4,0,1,0,0,2,4.185185185185185,0,10,16,6,81
446,9,1,16,0,28,8,0,0,3,45,9,0,13,0,0,34,18,0,0,2,10,0,8,4,7,2,9,25,0,3,2,5.438709677419355,3,12,16,20,155
447,17,0,17,3,25,7,0,0,2,40,13,0,6,0,0,30,8,0,0,5,8,0,10,19,6,5,4,3,0,0,0,4.3538461538461535,0,11,16,15,130
448,5,0,7,0,10,2,1,0,1,21,18,0,4,0,0,16,8,0,0,2,3,0,3,10,7,1,4,6,0,0,2,5.178571428571429,0,12,19,10,84
449,9,0,16,1,21,6,0,0,0,27,2,0,3,0,0,33,10,0,0,2,7,0,7,22,3,3,11,2,1,0,2,4.284403669724771,0,7,21,14,109
450,11,1,12,0,14,10,0,0,0,28,10,0,9,0,0,30,12,0,0,0,7,0,7,21,2,6,6,4,1,0,4,4.6796875,0,10,20,19,128
451,20,0,22,0,29,12,1,0,3,46,9,0,13,0,0,44,17,1,0,3,6,0,12,31,8,7,3,1,0,1,2,4.292207792207792,1,11,24,15,154
452,18,4,9,2,18,9,0,0,0,34,9,0,8,0,0,39,22,0,0,2,11,0,11,32,5,4,8,2,0,6,4,5.304347826086956,6,10,16,16,138
453,10,0,9,1,11,3,0,0,1,28,7,0,6,0,0,13,3,0,0,2,2,0,1,13,2,2,2,0,1,0,1,5.585714285714285,1,8,22,8,70
454,8,1,7,0,12,12,0,0,4,19,3,0,7,0,0,21,16,2,0,0,8,0,12,4,2,4,2,5,0,1,3,5.185185185185185,2,10,16,9,81
455,6,0,11,0,17,3,1,0,1,18,11,0,5,0,0,19,12,0,0,1,4,0,5,20,3,3,5,2,0,0,3,4.955555555555556,0,14,13,10,90
456,13,5,15,0,17,7,1,0,8,30,5,0,10,0,0,47,13,1,0,0,11,0,16,27,2,7,7,2,0,0,7,4.080536912751678,1,3,16,16,149
457,9,0,22,0,11,5,0,0,0,31,22,0,2,0,0,15,7,0,0,2,9,0,6,19,6,6,0,0,0,0,0,5.146788990825688,0,21,19,10,109
458,8,5,10,0,16,8,0,0,2,29,14,0,5,0,0,28,2,0,0,1,9,0,6,20,8,3,1,1,1,2,5,3.56551724137931,2,9,17,15,145
459,1,0,3,0,3,4,0,0,0,6,1,0,1,0,0,9,4,0,0,0,1,0,2,8,3,0,0,0,0,0,2,4.24,0,1,14,7,25
460,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.875,0,0,5,3,8
461,5,2,16,0,18,12,0,0,2,33,8,0,5,0,0,18,11,0,0,0,4,0,6,16,1,1,3,2,1,3,2,5.021978021978022,3,11,19,10,91
462,7,0,9,0,7,1,0,0,0,8,11,0,6,0,0,9,5,0,0,0,0,0,2,13,0,6,1,0,0,0,0,5.387755102040816,0,12,12,9,49
463,4,1,3,0,8,6,1,0,1,15,1,0,3,0,0,12,6,1,0,2,1,0,2,6,4,2,4,1,0,0,0,5.1923076923076925,0,1,17,8,52
464,5,0,18,0,15,3,0,0,3,29,14,0,3,0,0,43,12,0,0,4,11,0,10,34,8,4,4,1,0,2,3,4.1866666666666665,2,12,17,26,150
465,3,1,2,0,2,2,0,0,0,5,1,0,1,0,0,8,2,0,0,1,1,0,1,6,4,0,0,0,0,0,1,4.76,0,2,11,2,25
466,3,1,7,0,9,6,0,0,4,19,0,0,0,0,0,11,2,0,0,1,6,0,12,0,3,0,2,4,0,0,2,4.954545454545454,0,3,7,5,44
467,14,1,10,0,13,8,0,0,4,27,6,0,4,0,0,22,13,0,0,0,7,0,9,9,2,4,5,3,0,0,2,4.471264367816092,0,16,17,12,87
468,3,0,10,0,15,8,0,2,0,23,9,0,8,0,0,20,6,0,0,3,5,0,2,17,0,7,2,0,0,1,1,4.404040404040404,1,9,16,15,99
469,3,0,3,0,9,1,0,0,0,18,8,0,0,0,0,20,6,0,0,0,4,0,4,12,2,2,0,2,0,0,3,4.327586206896552,0,8,15,8,58
470,2,1,2,0,5,1,0,1,3,11,5,0,1,0,0,10,7,0,0,1,1,0,4,0,5,0,3,1,0,0,1,4.466666666666667,0,5,9,7,45
471,15,2,26,0,24,6,1,0,0,45,49,0,9,0,0,31,7,0,0,6,7,0,5,42,3,4,6,1,0,1,5,5.314720812182741,2,49,24,32,197
472,12,5,15,1,30,11,0,2,0,39,15,0,9,0,0,33,14,3,0,1,5,0,3,20,5,2,9,5,1,2,3,5.090909090909091,3,14,24,18,154
473,4,0,9,0,5,3,0,0,3,15,1,0,2,0,0,18,5,0,0,2,3,0,4,12,5,1,1,2,0,0,3,4.547169811320755,0,4,14,3,53
474,3,0,4,0,3,4,1,0,0,6,0,0,1,0,0,7,2,0,0,3,5,0,5,8,2,1,0,0,0,0,2,4.1875,0,2,12,4,32
475,8,1,12,0,15,2,0,1,0,14,10,0,0,0,0,12,1,0,0,1,2,0,1,9,0,0,3,1,0,0,0,4.954545454545454,0,7,16,9,44
476,4,1,5,0,8,2,0,0,1,14,2,0,4,0,0,22,8,0,0,0,2,0,3,12,2,2,2,1,0,1,1,4.36734693877551,1,2,18,5,49
477,7,1,18,2,16,5,1,0,1,32,17,0,3,0,0,18,9,0,0,1,4,0,8,25,3,5,4,2,0,0,1,4.819047619047619,0,22,15,12,105
478,5,1,13,0,27,14,0,1,4,30,18,0,9,0,0,35,18,0,0,2,11,0,13,18,1,5,10,2,0,0,3,4.666666666666667,0,15,20,24,162
479,3,0,4,0,3,2,1,0,0,5,6,0,0,0,0,12,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,3.730769230769231,0,10,8,3,26
480,9,0,12,1,20,8,0,0,0,28,11,0,4,0,0,43,18,0,0,1,4,0,6,31,7,2,3,4,1,0,6,4.276422764227642,2,9,18,16,123
481,5,1,7,0,5,5,0,0,1,14,1,0,2,0,0,12,4,0,0,0,3,0,3,12,2,0,0,0,1,1,0,4.625,1,2,14,7,48
482,0,1,2,0,6,1,0,0,1,8,0,0,0,0,0,10,2,0,0,1,2,0,3,6,1,0,1,0,1,0,3,3.6296296296296298,0,0,8,3,27
483,3,0,3,0,6,6,0,0,0,12,2,0,0,0,0,11,2,0,0,0,2,0,2,5,2,1,2,1,0,1,2,4.194444444444445,1,8,8,4,36
484,4,0,13,0,15,4,1,0,2,20,30,0,4,0,0,17,11,0,0,2,4,0,6,18,1,1,1,3,0,0,0,5.3,0,29,13,19,110
485,7,0,20,2,31,9,3,0,3,40,15,0,8,0,0,49,16,0,0,3,15,1,16,29,9,7,5,3,0,2,3,4.670731707317073,2,15,24,17,164
486,18,2,19,0,26,2,0,0,2,36,18,0,12,0,0,24,10,1,0,3,11,0,10,21,0,9,7,0,1,2,2,5.291666666666667,2,16,18,10,120
487,9,0,8,0,8,7,0,0,1,12,0,0,0,0,0,20,10,0,0,2,7,0,6,2,2,0,9,5,0,0,4,4.38,0,0,11,5,50
488,16,4,7,0,16,7,0,0,6,28,7,0,6,0,0,53,12,1,0,1,6,0,13,23,1,4,4,1,1,0,2,4.363636363636363,0,7,18,13,121
489,5,0,5,0,9,7,1,0,0,13,10,0,5,0,0,7,4,0,0,0,2,0,2,0,1,0,0,4,1,0,2,5.28,1,8,20,8,50
490,4,0,6,0,10,6,0,0,1,11,1,0,1,0,0,16,6,0,0,0,1,0,1,11,3,1,0,0,2,0,3,4.571428571428571,0,1,11,3,42
491,3,1,0,1,9,3,0,0,2,6,0,0,1,0,0,15,7,0,0,0,4,0,6,8,2,0,0,1,1,0,0,3.526315789473684,0,1,13,1,38
492,11,5,22,0,24,12,0,1,4,37,30,0,14,0,0,25,13,1,0,1,9,0,11,30,8,3,3,1,0,0,0,4.877300613496932,0,43,23,14,163
493,13,2,13,1,16,12,0,0,0,27,2,0,2,0,1,36,12,1,0,1,9,0,9,27,3,1,4,0,0,0,2,4.280373831775701,0,4,17,16,107
494,13,1,11,1,20,9,2,0,5,35,35,0,4,0,0,26,20,1,0,0,12,0,18,33,5,4,4,0,2,0,3,4.933333333333334,0,39,22,18,165
495,9,1,29,1,24,13,1,0,1,41,22,0,3,0,0,31,10,1,0,0,6,0,6,33,6,3,2,0,1,0,1,4.881118881118881,1,19,17,30,143
496,8,1,15,2,20,7,0,0,1,30,14,0,9,0,0,21,9,0,0,1,2,0,4,9,5,4,6,3,0,1,2,5.1020408163265305,2,26,16,8,98
497,16,1,11,0,22,6,0,1,1,25,6,0,1,0,0,39,22,0,0,2,6,0,6,20,9,2,7,0,0,0,1,4.981132075471698,0,7,19,9,106
498,11,0,14,0,16,10,0,0,2,41,23,0,4,1,0,38,7,0,0,5,8,0,7,30,10,4,5,1,0,0,3,4.592356687898089,0,25,15,18,157
499,5,1,5,0,17,4,0,0,1,19,1,0,0,0,0,27,9,0,1,2,5,0,9,10,4,4,4,4,1,1,4,4.565789473684211,1,3,20,8,76
500,1,0,8,0,4,3,0,0,0,15,1,0,1,0,0,11,5,0,0,0,6,0,5,9,0,2,0,3,0,1,4,5.133333333333334,1,2,16,5,45
501,10,2,12,0,20,9,0,0,0,37,36,0,12,0,0,34,23,1,0,2,5,0,4,22,11,7,4,5,1,0,0,5.272189349112426,0,28,24,33,169
502,10,1,17,1,14,5,0,1,0,28,18,0,3,0,1,14,15,1,0,4,3,0,4,25,2,10,1,1,0,1,1,5.388349514563107,1,17,17,19,103
503,7,1,15,0,17,6,2,2,3,27,9,0,5,0,0,25,3,1,1,3,9,0,11,11,4,3,5,5,0,0,1,5.0495049504950495,0,13,19,15,101
504,13,1,23,0,20,11,1,0,4,38,8,1,10,0,0,40,17,1,0,4,8,0,12,34,7,2,8,1,1,2,6,4.721212121212122,2,9,22,21,165
