,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
344,6,3,18,0,24,14,3,0,0,25,9,0,6,0,0,29,6,1,0,2,11,0,12,22,2,0,2,0,1,0,2,4.2792792792792795,0,15,9,111
345,5,1,11,2,11,5,0,0,1,14,10,0,4,0,0,22,10,0,0,1,10,0,6,19,2,4,2,0,1,0,1,4.402597402597403,0,6,12,77
346,9,0,5,0,16,8,1,0,1,12,15,0,6,0,0,24,17,0,0,1,5,0,5,14,7,4,5,1,0,1,1,5.05050505050505,1,19,9,99
347,6,1,7,0,13,4,1,1,1,24,11,0,2,0,0,20,10,0,0,0,1,0,2,2,9,2,9,4,0,1,0,4.973333333333334,1,12,10,75
348,4,0,5,0,5,9,0,0,0,12,3,0,2,0,0,11,3,0,0,0,5,0,6,11,0,0,2,0,0,0,1,4.54,0,6,7,50
349,9,3,14,0,20,5,0,0,2,30,11,0,1,0,0,27,15,0,0,2,5,0,6,19,2,3,2,0,0,3,0,4.990566037735849,0,6,21,106
350,9,0,4,1,9,4,1,0,1,12,4,0,6,0,0,12,6,0,0,0,10,0,9,1,5,2,9,5,0,0,5,5.218181818181818,0,12,5,55
351,7,1,11,0,12,7,0,0,4,24,2,0,3,0,0,37,14,0,0,0,12,0,14,16,2,3,4,0,0,0,3,4.446808510638298,0,5,5,94
352,5,1,9,3,9,8,0,0,1,15,8,0,3,0,0,17,10,0,0,3,7,0,8,16,0,2,2,1,0,0,4,4.7846153846153845,0,5,10,65
353,4,1,7,0,20,8,0,0,2,30,26,0,7,0,0,19,7,1,0,3,7,0,10,16,9,1,3,4,0,4,1,5.274647887323944,2,22,25,142
354,6,0,12,4,12,12,0,0,1,34,3,0,6,0,0,18,10,0,0,3,8,0,9,4,3,1,15,1,1,0,5,4.817204301075269,1,7,13,93
355,7,0,24,1,20,14,1,0,0,32,3,0,7,0,0,32,25,0,0,4,13,0,8,25,7,5,6,0,1,1,4,4.860294117647059,2,8,14,136
356,2,2,19,2,26,9,1,1,0,36,9,0,2,0,0,26,16,0,0,2,4,0,6,18,5,3,7,1,3,0,1,4.868852459016393,0,11,14,122
357,1,2,7,0,6,6,0,0,1,15,0,0,1,0,0,10,4,0,0,1,3,0,4,8,2,0,0,1,2,0,3,4.0,0,7,4,43
358,3,1,21,0,28,13,3,0,7,41,41,0,8,0,0,36,16,2,0,3,13,0,19,16,12,5,12,9,0,0,2,4.777272727272727,0,34,38,220
359,9,2,26,1,16,7,0,0,0,35,34,1,3,0,0,20,8,0,0,1,6,0,4,28,5,6,2,3,0,2,4,5.049295774647887,0,33,15,142
360,13,6,29,0,45,17,1,0,2,54,10,0,11,0,0,39,13,1,2,1,12,0,12,25,8,5,14,3,2,0,4,3.191666666666667,0,12,20,240
361,21,1,10,2,22,8,0,0,3,37,16,0,7,0,0,52,22,0,0,3,9,0,17,19,1,6,7,10,2,3,3,4.388888888888889,3,17,21,162
362,8,0,7,1,12,6,0,0,5,21,1,0,0,0,0,11,18,0,0,0,2,0,9,0,0,2,4,6,0,1,1,6.068965517241379,1,1,7,58
363,6,1,5,0,10,3,1,0,1,19,12,0,4,0,0,22,8,0,0,0,4,0,7,2,3,1,10,7,0,1,1,5.791044776119403,1,9,11,67
364,17,4,18,1,29,12,0,1,1,37,9,0,10,0,0,42,17,1,0,0,8,0,8,30,16,2,10,3,1,1,1,4.723684210526316,1,9,15,152
365,5,1,3,2,11,7,0,1,2,17,3,0,3,0,0,15,6,0,0,0,2,0,3,12,2,1,2,1,0,1,1,4.55,1,5,8,60
366,3,2,4,0,10,7,1,0,3,16,2,0,3,0,0,22,7,0,0,0,3,0,7,11,3,0,2,0,0,0,0,4.203125,0,1,8,64
367,12,3,30,1,30,10,1,1,1,39,10,0,10,0,0,43,16,0,0,2,11,0,12,20,4,2,12,2,0,1,2,4.928057553956834,1,10,13,139
368,10,0,16,0,28,11,0,1,2,45,37,0,7,0,0,31,15,0,0,5,10,0,11,27,13,5,11,4,1,3,1,5.471204188481676,3,37,28,191
369,7,0,5,0,9,2,1,0,0,15,7,0,5,0,0,31,6,1,0,2,7,0,8,14,4,1,4,6,0,0,2,4.65,0,9,6,80
370,12,0,18,5,20,13,0,0,2,45,39,0,8,0,0,21,12,0,0,1,3,0,6,17,7,4,4,7,0,0,2,5.2875,1,53,20,160
371,27,2,11,0,20,7,0,0,1,37,8,0,6,0,0,52,13,1,0,3,8,0,8,36,3,5,7,2,0,0,6,4.370629370629371,1,12,6,143
372,8,5,22,0,22,26,1,1,5,47,14,0,6,0,0,39,19,0,0,3,17,0,21,9,7,6,18,3,1,1,4,4.434782608695652,2,22,24,184
373,16,3,22,0,24,12,0,0,2,26,11,0,14,0,0,20,15,1,0,0,19,0,14,29,0,2,1,0,1,0,2,4.586776859504132,0,11,10,121
374,4,1,7,1,5,6,0,0,0,12,1,0,2,0,0,15,3,0,0,0,3,0,1,9,2,0,2,1,0,0,1,4.777777777777778,0,3,5,45
375,25,1,15,1,12,8,0,0,0,39,13,0,6,0,1,36,9,0,0,0,7,0,5,28,3,2,4,0,0,0,4,4.584070796460177,1,18,7,113
376,8,1,7,0,12,5,0,0,0,22,10,0,5,0,0,15,11,0,0,4,8,0,7,21,1,4,2,0,0,0,4,5.08235294117647,0,12,13,85
377,2,0,18,1,33,13,1,1,1,50,14,0,13,0,0,26,18,0,0,1,13,0,14,19,11,1,12,6,1,3,3,5.279761904761905,2,19,21,168
378,0,0,3,0,9,1,0,0,1,12,27,0,1,0,0,13,2,0,0,0,3,0,4,11,2,0,0,0,0,0,2,6.120689655172414,0,28,12,58
379,3,2,14,0,11,5,0,0,0,20,5,0,2,0,0,18,10,0,1,0,4,0,3,4,3,3,11,3,0,0,0,4.513513513513513,0,9,8,74
380,11,1,18,0,12,3,0,0,2,38,35,0,4,0,1,29,4,0,0,3,8,0,7,29,3,1,4,1,1,0,1,4.933774834437086,0,32,12,151
381,9,0,9,1,17,8,0,0,0,27,1,0,5,0,0,22,8,0,0,1,5,0,8,11,6,0,5,3,1,0,2,5.011494252873563,0,6,13,87
382,4,1,23,1,17,9,0,1,0,31,0,0,5,0,0,13,3,0,0,0,5,0,3,10,1,3,7,1,0,1,0,4.619718309859155,1,6,8,71
383,6,1,9,1,8,3,0,0,0,7,18,0,4,0,0,6,8,0,0,1,3,0,4,12,0,2,1,5,0,0,1,5.559322033898305,0,15,10,59
384,3,1,6,0,7,3,1,0,0,19,4,0,3,0,0,32,12,0,0,5,3,0,2,24,4,3,0,0,0,0,4,4.157303370786517,0,5,14,89
385,6,2,9,0,14,4,0,0,1,16,13,0,6,0,0,22,2,0,1,2,2,0,4,13,1,1,2,1,2,0,0,4.487804878048781,0,14,12,82
386,3,0,9,1,10,3,0,0,0,15,2,0,0,0,0,19,6,0,0,0,1,0,1,17,5,0,0,0,0,0,2,4.166666666666667,0,4,9,54
387,6,1,8,1,18,8,0,0,7,9,2,0,5,0,0,14,6,1,0,3,4,0,11,0,2,2,6,4,1,1,2,4.515625,2,5,7,64
388,13,5,23,1,34,12,0,0,4,28,26,0,10,0,0,42,19,3,0,5,6,0,10,34,8,8,3,2,3,1,2,4.845238095238095,2,27,18,168
389,4,0,5,0,12,4,1,0,3,17,2,0,6,0,0,17,2,0,0,0,2,0,9,1,3,3,12,4,1,0,1,5.448275862068965,2,4,7,58
390,1,0,2,0,3,3,1,0,1,8,3,0,2,0,0,4,5,1,1,0,1,0,4,0,0,0,5,2,0,0,0,5.75,0,4,5,24
391,8,0,11,0,13,7,0,0,2,17,12,0,7,0,0,9,6,1,0,1,6,0,6,12,7,3,2,3,1,0,0,4.988372093023256,0,16,13,86
392,4,0,7,0,13,10,0,0,0,28,7,0,5,0,0,18,8,0,1,1,2,0,2,1,3,2,9,9,0,1,2,5.166666666666667,1,11,9,84
393,1,0,6,0,11,4,0,1,0,7,0,0,6,0,0,9,3,0,0,1,4,0,4,0,0,0,11,0,1,1,1,5.6923076923076925,1,1,3,26
394,5,0,14,0,13,11,0,0,3,32,2,0,5,0,0,21,13,0,1,0,2,0,7,3,0,2,7,6,1,0,2,5.3076923076923075,1,2,7,78
395,0,0,16,1,27,6,3,0,2,20,13,0,9,0,0,28,14,0,0,2,6,0,6,18,8,6,4,3,0,1,4,4.4324324324324325,2,13,18,111
396,8,1,21,1,21,8,1,1,0,20,13,0,5,0,0,22,11,0,0,0,7,0,5,22,3,4,3,1,2,0,1,4.612244897959184,2,12,16,98
397,6,0,18,0,18,4,1,0,2,30,12,0,4,0,0,26,15,0,0,3,5,0,4,18,3,4,3,1,0,0,0,4.639175257731959,0,14,14,97
398,2,1,14,0,11,6,0,3,1,17,11,0,7,0,0,13,13,0,0,1,7,0,8,11,5,1,4,0,0,0,1,5.0588235294117645,0,10,13,85
399,3,2,13,0,12,6,0,0,1,16,33,0,5,0,0,18,9,0,0,1,2,0,1,21,4,0,7,0,0,2,3,5.702290076335878,1,34,22,131
400,1,0,2,0,9,4,0,0,3,7,0,0,3,0,0,7,4,0,0,1,1,0,4,0,1,1,3,4,0,2,0,5.078947368421052,0,1,5,38
401,8,1,6,0,15,5,1,0,1,23,24,0,3,0,0,15,6,0,0,2,5,0,4,18,2,6,1,1,0,0,0,5.0,0,25,8,84
402,10,5,18,0,23,5,1,4,3,32,44,0,8,0,0,28,20,1,0,1,13,0,16,31,5,2,4,2,0,1,2,5.1208791208791204,1,40,29,182
403,9,1,10,0,9,2,0,0,3,18,3,0,1,0,0,13,4,0,0,1,0,0,4,12,4,4,2,1,1,0,2,5.049180327868853,0,4,9,61
404,3,0,3,0,2,1,0,0,0,3,2,0,0,0,0,8,3,0,0,1,3,0,3,7,0,1,1,0,0,0,2,3.72,0,1,5,25
405,10,2,14,0,22,11,0,2,6,22,5,0,3,0,0,41,16,0,1,2,6,0,10,21,4,4,2,0,0,0,1,4.9298245614035086,0,4,15,114
406,5,4,5,0,10,4,0,0,0,9,1,0,3,0,0,17,7,0,0,1,4,0,7,13,3,5,1,0,0,0,2,4.775862068965517,0,4,5,58
407,7,4,25,0,23,12,3,0,5,42,15,0,6,0,0,60,4,1,0,2,9,0,8,37,4,2,4,2,2,1,5,4.275,1,15,14,160
408,2,0,17,0,7,4,1,0,6,18,0,0,3,0,0,6,5,0,0,0,5,0,12,0,2,3,5,5,1,0,0,5.016949152542373,0,4,7,59
409,4,0,11,1,16,7,0,0,0,10,11,0,4,0,0,13,3,0,0,1,6,0,4,11,3,0,2,1,0,0,2,4.593220338983051,1,9,11,59
410,7,3,8,2,18,10,0,0,0,23,6,0,6,0,1,28,8,0,0,2,11,0,10,22,3,2,5,2,1,1,4,2.5392670157068062,0,10,14,191
411,9,0,3,0,10,5,1,0,1,5,0,0,4,0,0,16,9,0,0,1,7,0,7,1,3,1,8,4,0,0,3,4.203703703703703,0,3,7,54
412,9,0,13,0,12,8,1,1,0,31,5,0,4,0,0,23,13,1,0,1,6,0,5,21,5,7,1,0,2,0,3,4.969072164948454,2,2,11,97
413,5,3,24,0,19,7,0,0,0,27,21,0,5,0,0,9,8,0,0,1,0,0,0,14,4,2,1,6,0,1,4,5.021052631578947,0,20,12,95
414,11,1,22,1,22,7,0,0,2,33,8,0,6,0,0,21,20,0,0,2,12,0,12,14,7,5,6,3,0,0,1,4.9421487603305785,1,11,15,121
415,6,0,2,0,17,8,0,0,2,20,2,0,6,0,0,24,6,0,0,0,6,0,8,0,2,0,13,4,0,0,1,5.402985074626866,0,0,6,67
416,0,0,11,0,19,4,1,0,3,27,4,0,1,0,0,16,8,0,0,0,5,0,5,7,5,0,6,4,0,0,2,4.776119402985074,0,4,7,67
417,9,2,17,0,17,13,0,0,1,37,3,0,6,0,0,36,17,0,0,1,9,0,8,25,2,6,6,1,0,0,2,4.639344262295082,1,8,11,122
418,2,0,6,0,10,1,0,0,0,21,8,0,1,0,0,10,1,0,0,1,4,0,6,4,2,2,3,0,0,0,1,4.109090909090909,0,4,8,55
419,9,0,11,0,8,7,0,1,1,14,20,0,4,0,0,12,9,0,0,2,7,0,9,12,1,2,2,4,0,0,1,5.732394366197183,0,19,14,71
420,1,0,3,0,11,9,1,0,2,4,1,0,5,0,0,8,6,0,0,0,6,0,8,0,1,1,6,1,0,0,2,5.184210526315789,0,2,6,38
421,5,2,4,0,5,4,0,0,1,8,3,0,1,0,0,16,5,0,0,1,2,0,3,10,0,0,2,0,1,0,0,4.34375,0,5,3,32
422,15,2,30,0,42,24,1,0,6,48,34,0,14,0,0,52,36,0,1,2,5,0,11,9,7,4,22,19,1,1,4,5.137931034482759,1,36,27,232
423,5,0,15,0,18,4,0,0,4,25,17,0,5,0,0,22,7,0,0,2,9,0,9,21,10,1,1,0,1,0,2,5.242424242424242,0,15,15,99
424,9,0,8,0,4,3,1,0,0,10,5,0,1,0,1,13,2,0,0,0,1,0,1,11,1,1,1,1,0,0,2,4.071428571428571,0,8,2,42
425,2,2,8,1,16,7,2,0,0,27,11,0,2,0,1,33,10,0,0,3,7,0,4,26,2,4,5,0,0,0,5,4.064814814814815,0,10,15,108
426,3,1,4,0,6,5,1,0,1,12,6,0,2,0,0,19,7,0,0,0,3,0,3,13,0,0,3,0,0,0,1,4.428571428571429,0,5,7,56
427,8,0,12,1,14,12,1,0,1,20,3,0,5,0,0,18,14,1,0,1,8,0,10,19,1,3,1,1,1,0,1,5.160493827160494,1,11,9,81
428,7,0,24,0,29,13,1,1,3,39,19,1,6,1,2,48,15,0,0,0,5,0,6,31,6,6,3,3,0,0,2,4.736111111111111,0,18,26,144
429,10,5,23,1,31,20,0,1,2,40,13,0,7,0,0,47,22,0,0,3,21,0,19,39,8,3,3,3,6,0,2,4.618556701030927,3,12,28,194
430,5,6,12,1,12,4,0,0,0,35,49,0,2,0,0,23,16,0,0,0,7,0,6,14,1,2,5,2,0,0,0,5.041095890410959,0,43,23,146
431,9,0,9,0,8,6,2,1,2,22,45,0,5,0,0,21,10,0,0,0,7,0,7,6,6,3,2,6,1,0,0,6.254098360655738,0,44,17,122
432,13,2,38,0,34,24,2,0,8,66,76,0,16,0,0,16,22,1,0,4,10,0,13,49,7,8,4,2,0,0,2,5.474916387959866,0,74,47,299
433,3,1,4,0,2,1,0,0,0,4,0,0,0,0,0,6,3,0,0,0,4,0,3,4,0,1,1,0,0,0,0,3.2,0,3,2,20
434,12,1,34,0,38,11,1,0,2,43,14,0,8,0,0,45,26,0,0,2,11,0,12,38,5,8,12,2,1,0,6,4.333333333333333,3,19,17,189
435,4,0,9,0,9,8,0,0,2,11,5,0,5,0,0,13,5,0,0,0,4,0,6,10,1,1,2,0,0,0,1,5.04,0,4,10,50
436,8,0,4,1,8,7,0,0,0,32,10,0,3,0,0,26,10,0,0,1,3,0,3,24,12,3,5,2,0,0,1,4.51,0,9,16,100
437,10,1,21,1,20,17,0,1,4,37,34,0,7,0,0,31,17,1,0,0,13,0,12,29,8,3,4,4,0,0,2,5.445121951219512,1,40,28,164
438,2,0,14,1,12,6,0,0,2,13,20,0,3,0,0,13,12,0,0,3,7,0,9,19,4,1,3,0,2,0,5,4.817073170731708,0,29,10,82
439,8,3,19,0,10,8,0,0,6,42,36,0,1,0,0,19,9,1,0,1,6,0,11,27,2,4,2,1,1,1,3,4.353658536585366,1,35,15,164
440,13,0,16,1,33,10,2,0,11,46,5,0,10,1,0,29,19,0,0,2,9,0,21,0,4,0,6,4,0,0,0,4.93006993006993,0,9,14,143
